A,B,DISTANCE,CAPACITY,NUM_LANES,FTYPE,FFSPEED,ALPHA,BETA,TOLL_SEGNUM,TOLL_POLICY,TOLL_TYPE,TOLL,TOLLSEG_LEN,DIR1,DIR2,DIR3,DIR4,AM_TIME,MD_TIME,PM_TIME,EV_TIME,EA_TIME,AM_VC,MD_VC,PM_VC,EV_VC,EA_VC,AM_TOLL,MD_TOLL,PM_TOLL,EV_TOLL,EA_TOLL,AM_SOV,MD_SOV,PM_SOV,EV_SOV,EA_SOV,AM_HV2,MD_HV2,PM_HV2,EV_HV2,EA_HV2,AM_HV3,MD_HV3,PM_HV3,EV_HV3,EA_HV3,AM_TRK,MD_TRK,PM_TRK,EV_TRK,EA_TRK,TRK
30228,33822,0.2708,488,2,61,33,0.75,4,0,0,0,0,0,0,0,0,0,0.1,0.09,0.1,0.09,0.09,0.41,0.08,0.45,0.06,0.02,0,0,0,0,0,752.2,108.7,814,92.74,21.29,0,0,0,0,0,0,0,0,0,0,73.5,55.04,107.9,25.61,10.85,1
30231,183,0.1004,10000,1,51,10,0.75,4,0,0,0,0,0,0,0,0,0,0.17,0.15,0.17,0.15,0.15,0.57,0.11,0.63,0.08,0.02,0,0,0,0,0,752.2,108.7,814,92.74,21.29,0,0,0,0,0,0,0,0,0,0,73.5,55.04,107.9,25.61,10.85,1
30231,30905,0.514,662,1,61,33,0.75,4,0,0,0,0,0,0,0,0,0,0.17,0.16,0.16,0.16,0.16,0.56,0.18,0.39,0.05,0,0,0,0,0,0,1142,345.7,777.8,92.47,0,0,0,0,0,0,0,0,0,0,0,19.49,18.67,32.67,1.66,0,1
30231,34016,0.1746,662,1,61,30.5,0.75,4,0,0,0,0,0,0,0,0,0,2.61,1.02,1.31,0.93,0.92,1.25,0.62,0.87,0.32,0.24,0,0,0,0,0,1113,535.8,783,290.7,202.9,0,0,0,0,0,0,0,0,0,0,49.39,44.56,23,9.97,18.6,1
30231,34432,0.239,662,1,61,33,0.75,4,0,0,0,0,0,0,0,0,0,1.36,1.36,1.36,1.36,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30232,32479,0.253,600,1,61,28.9,0.75,4,0,0,0,0,0,0,0,0,0,0.54,0.54,0.54,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30232,32480,0.2612,600,1,61,29.8,0.75,4,0,0,0,0,0,0,0,0,0,0.31,0.32,1.47,0.33,0.31,0.29,0.47,1.5,0.58,0.03,0,0,0,0,0,355.5,588.6,1901,743.2,35,0,0,0,0,0,0,0,0,0,0,23.26,16.17,47.99,10.11,1.25,1
30233,32390,0.2466,600,1,61,29.8,0.75,4,0,0,0,0,0,0,0,0,0,0.12,0.01,0.01,0.01,0.01,2.05,0.63,0.87,0.2,0.06,0,0,0,0,0,2596,781.7,1065,250.1,73.46,0,0,0,0,0,0,0,0,0,0,68.59,31.82,64.92,9,4.08,1
30233,32479,0.2471,600,1,61,28.9,0.75,4,0,0,0,0,0,0,0,0,0,2.98,2.98,2.98,2.98,2.98,0.07,0.05,0.09,0.05,0.01,0,0,0,0,0,665.4,472.4,891,444.6,81.84,0,0,0,0,0,0,0,0,0,0,45.04,45.96,51.03,20.61,10.03,1
30241,32092,0.0809,944,2,41,31,0.75,4,0,0,0,0,0,0,0,0,0,2.9,1.66,1.7,1.58,1.57,1.03,0.52,0.57,0.28,0.07,0,0,0,0,0,1129,547.8,593.2,303.7,68.29,0,0,0,0,0,0,0,0,0,0,45,46,51.07,20.61,10.03,1
30241,32095,0.2555,944,2,41,31.7,0.75,4,0,0,0,0,0,0,0,0,0,1.51,1.51,1.51,1.51,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30244,169,0.252,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,0.11,0.01,0.01,0.01,0.01,1.81,0.43,0.53,0.17,0.05,0,0,0,0,0,2632,621.4,752.4,250.1,73.46,0,0,0,0,0,0,0,0,0,0,84.08,25.41,44.92,9,4.08,1
30244,31586,0.1798,944,2,41,30.6,0.75,4,0,0,0,0,0,0,0,0,0,1.33,1.42,6.42,1.57,1.28,0.48,0.62,1.52,0.74,0.05,0,0,0,0,0,682.5,884.9,2212,1089,75.39,0,0,0,0,0,0,0,0,0,0,42.3,41.92,69.71,21.7,4.64,1
30244,31589,0.2182,944,2,41,31.2,0.75,4,0,0,0,0,0,0,0,0,0,0.97,0.45,0.5,0.44,0.43,1.13,0.45,0.66,0.32,0.12,0,0,0,0,0,9327,3490,5240,2598,948.9,0,0,0,0,0,0,0,0,0,0,377.5,354.4,422.6,154.8,65.62,1
30249,31845,0.2296,953,3,41,35.2,0.75,4,0,0,0,0,0,0,0,0,0,6.13,6.13,6.13,6.13,6.13,0.05,0.03,0.05,0.02,0,0,0,0,0,0,520,250.5,429.6,197.4,36.36,0,0,0,0,0,0,0,0,0,0,28.23,28.81,32.09,12.7,6.25,1
30249,35110,0.2017,953,3,41,35.2,0.75,4,0,0,0,0,0,0,0,0,0,0.67,0.41,0.48,0.41,0.41,0.96,0.22,0.71,0.12,0.03,0,0,0,0,0,842.7,181.8,602.7,101.5,25.91,0,0,0,0,0,0,0,0,0,0,48.65,18.89,52.84,6.72,3.18,1
30250,32073,0.2812,944,2,41,32.2,0.75,4,0,0,0,0,0,0,0,0,0,2.53,1.2,1.95,1.19,1.19,1.11,0.32,0.96,0.23,0.06,0,0,0,0,0,955.7,265.8,824.8,201.6,48.57,0,0,0,0,0,0,0,0,0,0,72.76,34.19,68.03,15.49,7.07,1
30250,32074,0.1389,944,2,41,34.1,0.75,4,0,0,0,0,0,0,0,0,0,1.67,1.06,1.09,1.06,1.06,0.94,0.21,0.44,0.16,0.05,0,0,0,0,0,539.2,111.7,249,87.13,26.61,0,0,0,0,0,0,0,0,0,0,30.69,17.34,20.71,7.43,3.58,1
30251,32076,0.1406,944,2,41,34.1,0.75,4,0,0,0,0,0,0,0,0,0,3.43,1.2,1.76,1.19,1.19,1.26,0.32,0.89,0.24,0.05,0,0,0,0,0,1107,266.1,760.8,209.1,43.06,0,0,0,0,0,0,0,0,0,0,61.41,34.96,67.96,14.13,7.07,1
30251,32221,0.2609,944,2,41,31.3,0.75,4,0,0,0,0,0,0,0,0,0,0.87,0.81,0.98,0.81,0.81,0.58,0.18,0.73,0.13,0.03,0,0,0,0,0,492,154.1,630.1,114.5,21.96,0,0,0,0,0,0,0,0,0,0,43.51,16.85,49.48,8.06,3.49,1
30264,32064,0.2443,944,2,41,31.9,0.75,4,0,0,0,0,0,0,0,0,0,0.58,0.57,0.68,0.57,0.57,0.42,0.21,0.72,0.17,0.03,0,0,0,0,0,1144,511.3,1945,452.9,61.86,0,0,0,0,0,0,0,0,0,0,93.92,93.61,177.3,39.35,15.48,1
30264,32209,0.25,944,2,41,31.9,0.75,4,0,0,0,0,0,0,0,0,0,0.39,0.36,0.5,0.36,0.35,0.62,0.41,0.87,0.45,0.12,0,0,0,0,0,3731,2334,5286,2719,721.8,0,0,0,0,0,0,0,0,0,0,207.1,240.8,199.4,114.7,49.6,1
30265,28792,0.1105,504,1,61,27.8,0.75,4,0,0,0,0,0,0,0,0,0,1.84,1.62,1.89,1.62,1.62,0.65,0.2,0.68,0.2,0.04,0,0,0,0,0,371.5,104.1,382,112.9,18.35,0,0,0,0,0,0,0,0,0,0,18.12,16.83,28.61,7.19,3.58,1
30265,32204,0.1748,504,1,61,29,0.75,4,0,0,0,0,0,0,0,0,0,2.45,0.82,0.87,0.8,0.8,1.29,0.44,0.59,0.18,0.03,0,0,0,0,0,1873,619.1,840.5,260.9,43.12,0,0,0,0,0,0,0,0,0,0,56.32,34.94,40.92,8.45,4.08,1
30268,32209,0.2505,944,2,41,31.9,0.75,4,0,0,0,0,0,0,0,0,0,1.2,1.24,1.65,1.12,1.1,0.58,0.64,0.9,0.39,0.07,0,0,0,0,0,1063,1182,1665,721.2,126.1,0,0,0,0,0,0,0,0,0,0,36.61,28.25,33.46,12.86,6.35,1
30268,32210,0.2608,944,2,41,31.9,0.75,4,0,0,0,0,0,0,0,0,0,1.51,0.73,1.49,0.58,0.55,1.23,0.81,1.23,0.51,0.07,0,0,0,0,0,2292,1485,2251,942.4,128.2,0,0,0,0,0,0,0,0,0,0,33.77,35.92,65.53,22.74,7.53,1
30271,32210,0.372,944,2,41,31.9,0.75,4,0,0,0,0,0,0,0,0,0,3.74,2.08,2.13,2.06,2.06,1.02,0.35,0.47,0.14,0.03,0,0,0,0,0,1873,619.1,840.5,260.9,43.12,0,0,0,0,0,0,0,0,0,0,56.32,34.94,40.92,8.45,4.08,1
30271,32363,0.2734,944,2,41,31.9,0.75,4,0,0,0,0,0,0,0,0,0,0.86,0.81,1.66,0.81,0.8,0.54,0.29,1.09,0.3,0.03,0,0,0,0,0,790.5,414.5,1574,427.8,37.48,0,0,0,0,0,0,0,0,0,0,25.63,21.82,64.19,15.58,4.08,1
30276,32378,0.241,944,2,41,31.3,0.75,4,0,0,0,0,0,0,0,0,0,0.06,0.06,0.06,0.06,0.06,0.44,0,0.42,0,0,0,0,0,0,0,620.8,0,598.3,0,0,0,0,0,0,0,0,0,0,0,0,22.74,0,9.4,0,0,1
30276,32379,0.2549,944,2,41,31.3,0.75,4,0,0,0,0,0,0,0,0,0,1.8,0.32,0.34,0.31,0.31,1.59,0.5,0.61,0.2,0.06,0,0,0,0,0,2011,621.4,752.4,250.1,73.46,0,0,0,0,0,0,0,0,0,0,61.35,25.41,44.92,9,4.08,1
30280,32456,0.1415,944,2,41,36.3,0.75,4,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.01,0.25,0.4,0.89,0.5,0.02,0,0,0,0,0,355.5,588.6,1302,743.2,35,0,0,0,0,0,0,0,0,0,0,23.26,16.17,38.59,10.11,1.25,1
30280,33926,0.2986,944,2,41,34,0.75,4,0,0,0,0,0,0,0,0,0,1.01,0.4,0.41,0.39,0.39,1.2,0.44,0.47,0.17,0.05,0,0,0,0,0,1728,613.8,657.1,238.2,75.2,0,0,0,0,0,0,0,0,0,0,28.79,28.68,30.8,7,3.11,1
30281,32553,0.1692,944,2,41,35.7,0.75,4,0,0,0,0,0,0,0,0,0,0.77,0.74,0.74,0.74,0.74,0.47,0.08,0.18,0.06,0.01,0,0,0,0,0,935,159.3,349.5,115,11.93,0,0,0,0,0,0,0,0,0,0,40.79,8.06,11.68,3.13,0.92,1
30281,32554,0.1358,944,2,41,36.9,0.75,4,0,0,0,0,0,0,0,0,0,0.92,0.92,0.94,0.91,0.91,0.23,0.08,0.43,0.05,0.01,0,0,0,0,0,454.3,161,845.2,109.2,10.89,0,0,0,0,0,0,0,0,0,0,12.13,8.36,32.73,2.76,0.92,1
30305,32200,0.1487,944,2,41,32.5,0.75,4,0,0,0,0,0,0,0,0,0,0.7,0.55,0.55,0.55,0.55,0.77,0.15,0.19,0.03,0,0,0,0,0,0,1098,195,249,41.94,0,0,0,0,0,0,0,0,0,0,0,32.27,20.08,29.26,3.72,0,1
30305,34042,0.096,944,2,41,33.4,0.75,4,0,0,0,0,0,0,0,0,0,0.34,0.3,0.3,0.3,0.3,0.68,0.31,0.44,0.33,0.01,0,0,0,0,0,1208,556.5,803.9,613.9,11.93,0,0,0,0,0,0,0,0,0,0,69.95,38.1,24.62,17.15,0.92,1
30311,32194,0.2505,944,2,41,31.7,0.75,4,0,0,0,0,0,0,0,0,0,0.22,0.2,0.21,0.2,0.2,0.55,0.32,0.38,0.1,0.02,0,0,0,0,0,1024,580.1,701.6,179.6,31.12,0,0,0,0,0,0,0,0,0,0,19.91,18.74,23.68,4.29,1.7,1
30311,32195,0.2506,944,2,41,32.5,0.75,4,0,0,0,0,0,0,0,0,0,1,0.91,0.92,0.91,0.91,0.59,0.08,0.18,0.06,0.01,0,0,0,0,0,1164,159.3,349.5,115,11.93,0,0,0,0,0,0,0,0,0,0,46.94,8.06,11.68,3.13,0.92,1
30314,32199,0.2732,944,2,41,32.5,0.75,4,0,0,0,0,0,0,0,0,0,0.32,0.3,0.31,0.3,0.3,0.59,0.36,0.51,0.1,0,0,0,0,0,0,1091,640.2,918.8,174.7,3.6,0,0,0,0,0,0,0,0,0,0,23.18,36.44,52.35,7.27,0.74,1
30314,32200,0.2257,944,2,41,32.5,0.75,4,0,0,0,0,0,0,0,0,0,0.6,0.6,0.64,0.6,0.6,0.31,0.25,0.54,0.3,0,0,0,0,0,0,597.9,491.9,1078,601.4,7.29,0,0,0,0,0,0,0,0,0,0,37.68,32.53,32.97,15.35,0.18,1
30316,31820,0.2748,953,3,41,36.1,0.75,4,0,0,0,0,0,0,0,0,0,0.65,0.6,0.61,0.6,0.6,0.59,0.29,0.36,0.08,0,0,0,0,0,0,1191,573.9,696.8,168,0,0,0,0,0,0,0,0,0,0,0,25.72,30.57,39.65,5.84,0,1
30316,31821,0.1729,953,3,41,36.1,0.75,4,0,0,0,0,0,0,0,0,0,2.17,2.14,2.55,2.16,2.12,0.41,0.34,0.72,0.4,0,0,0,0,0,0,597.9,491.9,1078,601.4,7.29,0,0,0,0,0,0,0,0,0,0,37.68,32.53,32.97,15.35,0.18,1
30317,32041,0.2188,953,3,41,34.9,0.75,4,0,0,0,0,0,0,0,0,0,0.88,0.52,0.55,0.5,0.49,1.01,0.5,0.63,0.36,0.15,0,0,0,0,0,6227,2932,3733,2169,881.8,0,0,0,0,0,0,0,0,0,0,174.6,254.3,244.1,111.3,51.39,1
30317,32043,0.2824,953,3,41,34.2,0.75,4,0,0,0,0,0,0,0,0,0,7.22,7.22,7.22,7.22,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30330,29162,0.5856,2108,3,11,56.8,0.75,4,0,0,0,0,0,0,0,0,0,1.36,1.36,1.36,1.36,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30332,34296,0.1433,2108,3,11,56.3,0.75,4,0,0,0,0,0,0,0,0,0,0.27,0.25,0.35,0.25,0.25,0.62,0.41,0.87,0.45,0.12,0,0,0,0,0,3731,2334,5286,2719,721.8,0,0,0,0,0,0,0,0,0,0,207.1,240.8,199.4,114.7,49.6,1
30333,30346,0.2362,2108,3,11,56.3,0.75,4,0,0,0,0,0,0,0,0,0,1.24,0.81,0.85,0.81,0.81,0.92,0.19,0.51,0.11,0.03,0,0,0,0,0,810.9,162,433.1,96.21,24.71,0,0,0,0,0,0,0,0,0,0,44.74,18.14,41.5,6.94,3.49,1
30334,30333,0.7339,2108,3,11,55.3,0.75,4,0,0,0,0,0,0,0,0,0,0.45,0.39,0.55,0.39,0.39,0.68,0.22,0.86,0.16,0.03,0,0,0,0,0,492,154.1,630.1,114.5,21.96,0,0,0,0,0,0,0,0,0,0,43.51,16.85,49.48,8.06,3.49,1
30335,30334,0.4817,2108,3,11,57.4,0.75,4,0,0,0,0,0,0,0,0,0,0.79,0.39,0.43,0.39,0.39,1.09,0.23,0.6,0.13,0.04,0,0,0,0,0,810.9,162,433.1,96.21,24.71,0,0,0,0,0,0,0,0,0,0,44.74,18.14,41.5,6.94,3.49,1
30336,28130,0.0448,2108,3,11,55.3,0.75,4,0,0,0,0,0,0,0,0,0,1.07,0.93,1.31,0.93,0.93,0.68,0.22,0.86,0.16,0.03,0,0,0,0,0,492,154.1,630.1,114.5,21.96,0,0,0,0,0,0,0,0,0,0,43.51,16.85,49.48,8.06,3.49,1
30336,30339,0.0783,1460,1,73,47.5,0.75,4,0,0,0,0,0,0,0,0,0,1.89,0.93,1.02,0.93,0.93,1.09,0.23,0.6,0.13,0.04,0,0,0,0,0,810.9,162,433.1,96.21,24.71,0,0,0,0,0,0,0,0,0,0,44.74,18.14,41.5,6.94,3.49,1
30337,28128,0.2174,2108,3,11,56.8,0.75,4,0,0,0,0,0,0,0,0,0,0.61,0.46,0.84,0.46,0.46,0.81,0.26,1.03,0.19,0.04,0,0,0,0,0,492,154.1,630.1,114.5,21.96,0,0,0,0,0,0,0,0,0,0,43.51,16.85,49.48,8.06,3.49,1
30337,29066,0.2312,1460,1,73,47.5,0.75,4,0,0,0,0,0,0,0,0,0,1.42,0.46,0.55,0.46,0.46,1.29,0.27,0.72,0.16,0.04,0,0,0,0,0,810.9,162,433.1,96.21,24.71,0,0,0,0,0,0,0,0,0,0,44.74,18.14,41.5,6.94,3.49,1
30338,31467,0.6202,2142,4,11,54.4,0.75,4,0,0,0,0,0,0,0,0,0,1.77,0.46,0.73,0.26,0.25,1.68,1.02,1.26,0.46,0.07,0,0,0,0,0,1066,651,791.1,296.7,42,0,0,0,0,0,0,0,0,0,0,45.81,22.03,40.99,7.67,3.26,1
30339,29064,0.2284,953,3,41,36.3,0.75,4,0,0,0,0,0,0,0,0,0,0.91,0.72,2.93,0.53,0.45,1.08,0.95,1.64,0.69,0.1,0,0,0,0,0,680.5,606.9,1046,441.8,61.12,0,0,0,0,0,0,0,0,0,0,33.98,18.87,40.85,12.27,4.45,1
30339,29066,0.2065,954,4,41,34.1,0.75,4,0,0,0,0,0,0,0,0,0,0.92,0.4,1.04,0.29,0.25,1.37,0.94,1.43,0.64,0.09,0,0,0,0,0,864.7,600.1,907.6,416.9,55.57,0,0,0,0,0,0,0,0,0,0,40.12,21.32,36.98,8.95,3.26,1
30339,30341,0.2161,1460,1,71,57.4,0.75,4,0,0,0,0,0,0,0,0,0,1.03,0.77,0.82,0.73,0.73,0.86,0.52,0.64,0.23,0.03,0,0,0,0,0,1066,651,791.1,296.7,42,0,0,0,0,0,0,0,0,0,0,45.81,22.03,40.99,7.67,3.26,1
30340,30336,0.3273,2142,4,11,54.4,0.75,4,0,0,0,0,0,0,0,0,0,0.86,0.76,0.88,0.74,0.73,0.7,0.48,0.73,0.33,0.05,0,0,0,0,0,864.7,600.1,907.6,416.9,55.57,0,0,0,0,0,0,0,0,0,0,40.12,21.32,36.98,8.95,3.26,1
30341,30335,0.1533,2108,3,11,56.8,0.75,4,0,0,0,0,0,0,0,0,0,0.41,0.38,0.39,0.38,0.38,0.59,0.36,0.44,0.16,0.02,0,0,0,0,0,1066,651,791.1,296.7,42,0,0,0,0,0,0,0,0,0,0,45.81,22.03,40.99,7.67,3.26,1
30342,29164,0.1774,650,2,61,27.4,0.75,4,0,0,0,0,0,0,0,0,0,0.45,0.47,0.55,0.45,0.44,0.45,0.56,0.75,0.34,0.06,0,0,0,0,0,815.8,1022,1393,624,111.2,0,0,0,0,0,0,0,0,0,0,29.9,26.16,28.67,11.93,5.9,1
30342,29166,0.0717,650,2,61,27.5,0.75,4,0,0,0,0,0,0,0,0,0,2.33,1.66,1.65,1.56,1.56,0.9,0.54,0.53,0.27,0.05,0,0,0,0,0,1675,1002,974.3,492.4,82.6,0,0,0,0,0,0,0,0,0,0,27.21,26.29,29.38,12.09,5.9,1
30342,30344,0.0622,1465,1,71,47.5,0.75,4,0,0,0,0,0,0,0,0,0,0.39,0.38,0.4,0.38,0.38,0.48,0.33,0.5,0.23,0.03,0,0,0,0,0,864.7,600.1,907.6,416.9,55.57,0,0,0,0,0,0,0,0,0,0,40.12,21.32,36.98,8.95,3.26,1
30343,29168,0.2094,2108,3,11,55.8,0.75,4,0,0,0,0,0,0,0,0,0,0.66,0.47,0.47,0.44,0.44,0.9,0.54,0.53,0.27,0.05,0,0,0,0,0,1675,1002,974.3,492.4,82.6,0,0,0,0,0,0,0,0,0,0,27.21,26.29,29.38,12.09,5.9,1
30344,28126,0.1497,1465,1,71,57.4,0.75,4,0,0,0,0,0,0,0,0,0,0.45,0.42,0.48,0.41,0.41,0.62,0.44,0.7,0.25,0.04,0,0,0,0,0,1136,818.9,1297,468.6,68.28,0,0,0,0,0,0,0,0,0,0,26.88,16.96,25.16,7.21,3.18,1
30344,30342,0.0622,715,1,74,47.5,0.75,4,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,1.05,1.05,0.29,0.09,0.18,0.06,0.01,0,0,0,0,0,505.2,161.8,309.2,114.8,17.52,0,0,0,0,0,0,0,0,0,0,42.63,16.29,29.43,4.98,2.46,1
30345,30332,0.066,715,1,72,47.5,0.75,4,0,0,0,0,0,0,0,0,0,2.66,2.66,2.66,2.66,2.66,0.08,0.1,0.1,0.06,0.01,0,0,0,0,0,752.8,936,1018,567.1,92.3,0,0,0,0,0,0,0,0,0,0,27.64,30.65,19.2,13.71,6.12,1
30345,34300,0.0254,1465,1,71,57.4,0.75,4,0,0,0,0,0,0,0,0,0,0.52,0.42,0.44,0.41,0.41,0.77,0.36,0.56,0.27,0.03,0,0,0,0,0,1431,663.9,1025,493.3,54.68,0,0,0,0,0,0,0,0,0,0,23.14,13.81,25.29,7.53,2.9,1
30346,28127,0.101,2108,3,11,56.3,0.75,4,0,0,0,0,0,0,0,0,0,0.54,0.48,0.55,0.46,0.46,0.69,0.5,0.71,0.32,0.06,0,0,0,0,0,1283,913.6,1307,583.1,115.4,0,0,0,0,0,0,0,0,0,0,23.4,31.91,32.43,13.67,6.58,1
30346,30345,0.1504,1465,1,73,47.5,0.75,4,0,0,0,0,0,0,0,0,0,0.57,0.48,0.49,0.46,0.46,0.75,0.48,0.53,0.29,0.05,0,0,0,0,0,1395,873.3,982.2,541.8,95.88,0,0,0,0,0,0,0,0,0,0,30.3,28.99,21.68,13.61,6.3,1
30347,28750,0.0419,2108,3,11,55.8,0.75,4,0,0,0,0,0,0,0,0,0,0.6,0.54,0.61,0.52,0.51,0.69,0.5,0.71,0.32,0.06,0,0,0,0,0,1283,913.6,1307,583.1,115.4,0,0,0,0,0,0,0,0,0,0,23.4,31.91,32.43,13.67,6.58,1
30348,30353,0.1583,2142,4,11,53.5,0.75,4,0,0,0,0,0,0,0,1,0,2.39,2.39,2.39,2.39,2.39,0.03,0.02,0.03,0.01,0,0,0,0,0,0,247.6,160.1,271.8,97.21,14.85,0,0,0,0,0,0,0,0,0,0,6.71,2.09,4.79,0.93,0.45,1
30348,30354,0.1545,1460,1,73,47.5,0.75,4,0,0,0,0,0,0,0,0,0,2.06,1.23,1.26,1.11,1.1,1.04,0.63,0.66,0.32,0.05,0,0,0,0,0,1928,1157,1215,588,94.96,0,0,0,0,0,0,0,0,0,0,30.75,28.43,36.44,13.02,6.35,1
30349,30348,0.3873,2158,5,11,53.1,0.75,4,0,0,0,0,0,0,0,1,0,1.6,1.67,1.93,1.57,1.56,0.45,0.56,0.75,0.34,0.06,0,0,0,0,0,815.8,1022,1393,624,111.2,0,0,0,0,0,0,0,0,0,0,29.9,26.16,28.67,11.93,5.9,1
30350,30349,0.3214,2158,5,11,52.3,0.75,4,0,0,0,0,0,0,0,1,0,2.58,2.58,2.58,2.58,2.58,0.04,0.04,0.05,0.03,0,0,0,0,0,0,384.4,351.4,454.9,249.1,47.24,0,0,0,0,0,0,0,0,0,0,5.31,10.06,8.79,4.43,2.12,1
30351,30358,0.6787,2142,4,11,52.7,0.75,4,0,0,0,0,0,0,0,0,1,1.3,1.06,1.24,0.98,0.97,0.82,0.6,0.78,0.37,0.08,0,0,0,0,0,1523,1093,1444,679,147.8,0,0,0,0,0,0,0,0,0,0,27.95,37.99,34.58,16.25,7.8,1
30352,30351,0.1841,2142,4,11,53.5,0.75,4,0,0,0,0,0,0,0,0,1,0.64,0.53,0.54,0.52,0.51,0.75,0.48,0.53,0.29,0.05,0,0,0,0,0,1395,873.3,982.2,541.8,95.88,0,0,0,0,0,0,0,0,0,0,30.3,28.99,21.68,13.61,6.3,1
30352,31337,0.01,4000,1,97,57.4,0.75,4,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0.12,0.12,0.3,0.18,0.15,0.17,0.12,0,0,0,0,0,1877,1082,891.8,1028,716.8,0,0,0,0,0,0,0,0,0,0,41.18,80.62,62.52,52.49,54.35,1
30353,30347,0.2462,2142,4,11,54,0.75,4,0,0,0,0,0,0,0,0,0,0.95,0.47,0.82,0.4,0.34,1.24,0.85,1.17,0.69,0.15,0,0,0,0,0,1858,1247,1750,1039,219.3,0,0,0,0,0,0,0,0,0,0,52.47,60.38,51.99,29.75,14.78,1
30354,29406,0.0661,600,1,61,30,0.75,4,0,0,0,0,0,0,0,0,0,0.46,0.36,0.97,0.29,0.25,1.03,0.88,1.4,0.68,0.21,0,0,0,0,0,1550,1282,2086,1023,301.3,0,0,0,0,0,0,0,0,0,0,41.56,70.27,72.86,31.24,21.28,1
30354,29408,0.2502,600,1,61,30,0.75,4,0,0,0,0,0,0,0,0,0,0.14,0.13,0.4,0.13,0.12,0.65,0.59,1.33,0.56,0.16,0,0,0,0,0,735.2,651.6,1506,635.4,174.4,0,0,0,0,0,0,0,0,0,0,20.4,26.87,35.54,11.91,12.27,1
30354,34742,0.5056,504,1,61,33,0.75,4,0,0,0,0,0,0,0,0,0,0.33,0.26,0.28,0.25,0.25,0.81,0.41,0.61,0.32,0.08,0,0,0,0,0,1231,616.2,917.3,479,117.8,0,0,0,0,0,0,0,0,0,0,18.41,16.36,21.53,10.84,5.77,1
30355,30350,0.2487,2142,4,11,52.3,0.75,4,0,0,0,0,0,0,0,1,0,2.58,0.7,0.61,0.57,0.56,1.48,0.76,0.59,0.45,0.21,0,0,0,0,0,2115,1044,802.5,626.6,281.8,0,0,0,0,0,0,0,0,0,0,50.91,71.28,58.28,36.15,20,1
30355,30357,0.0984,1460,1,73,47.5,0.75,4,0,0,0,0,0,0,0,0,0,3.38,0.26,0.28,0.2,0.19,2.19,0.85,0.91,0.57,0.23,0,0,0,0,0,2484,939.9,1018,630.3,254.8,0,0,0,0,0,0,0,0,0,0,47.16,40.05,37.71,25.38,15.53,1
30356,29535,0.0735,900,3,61,33,0.75,4,0,0,0,0,0,0,0,0,0,8.93,5.15,27.58,3.29,0.93,1.85,1.58,3.25,1.37,0.41,0,0,0,0,0,1031,866.2,1812,767.1,218.7,0,0,0,0,0,0,0,0,0,0,29.91,38.1,47.93,16.12,15.63,1
30356,30350,0.0594,1460,1,71,57.4,0.75,4,0,0,0,0,0,0,0,0,0,0.56,0.5,0.49,0.5,0.49,0.65,0.39,0.32,0.37,0.26,0,0,0,0,0,1877,1082,891.8,1028,716.8,0,0,0,0,0,0,0,0,0,0,41.18,80.62,62.52,52.49,54.35,1
30357,30356,0.1006,900,2,61,33,0.75,4,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.28,0.2,0.38,0.24,0.13,0,0,0,0,0,1718,1194,2341,1476,736,0,0,0,0,0,0,0,0,0,0,83.81,96.48,80.17,47.62,57.65,1
30357,34313,0.1467,900,3,61,33,0.75,4,0,0,0,0,0,0,0,0,0,2.74,2.16,2.2,2.12,2.12,0.79,0.39,0.48,0.11,0,0,0,0,0,0,1191,573.9,696.8,168,0,0,0,0,0,0,0,0,0,0,0,25.72,30.57,39.65,5.84,0,1
30358,29535,0.063,1460,1,73,47.5,0.75,4,0,0,0,0,0,0,0,0,0,3.97,3.97,3.97,3.97,3.97,0.04,0.03,0.08,0.03,0,0,0,0,0,0,58.9,52.3,123.7,46.77,4.05,0,0,0,0,0,0,0,0,0,0,0.85,1.55,4.92,0.93,0.21,1
30358,30359,0.25,2158,5,11,52.3,0.75,4,0,0,0,0,0,0,0,0,1,7.01,3.21,24.08,4.23,1.83,1.39,1,2.01,1.15,0.01,0,0,0,0,0,758.5,540.7,1118,644,7.29,0,0,0,0,0,0,0,0,0,0,40.83,34.02,32.48,16.02,0.18,1
