N,X,Y,DTA_Type,SEGNUM,Prohibit_Links,Time_Coef,Cost_Coef
29885,925823.000000,556720.000000,0,    0,                                                  ,0,0
29889,857788.789084,549133.582991,0,    0,                                                  ,0,0
29892,939245.000000,589616.000000,0,    0,                                                  ,0,0
29893,895887.000000,523224.000000,0,    0,                                                  ,0,0
29895,939568.000000,589900.000000,0,    0,                                                  ,0,0
29898,858962.741000,527802.570000,0,    0,                                                  ,0,0
29900,877983.000000,548395.000000,90,   40,                                                  ,-0.1170,-0.5840
29901,878735.000000,548406.000000,0,    0,                                                  ,0,0
29903,879811.284400,552527.330100,0,    0,                                                  ,0,0
29904,880199.000000,551989.000000,0,    0,                                                  ,0,0
29905,880399.000000,548263.000000,0,    0,                                                  ,0,0
29908,881669.000000,550755.000000,0,    0,                                                  ,0,0
29909,881713.000000,549369.000000,0,    0,                                                  ,0,0
29910,881763.000000,548370.000000,0,    0,                                                  ,0,0
29911,881758.000000,548114.000000,0,    0,                                                  ,0,0
29920,885692.000000,548550.000000,0,    0,                                                  ,0,0
29928,887024.000000,548599.000000,0,    0,                                                  ,0,0
29930,887093.000000,546545.000000,0,    0,                                                  ,0,0
29933,857611.804600,527706.478300,0,    0,                                                  ,0,0
29935,889618.000000,551099.000000,0,    0,                                                  ,0,0
29936,889621.000000,549765.000000,0,    0,                                                  ,0,0
29938,889690.000000,548640.000000,0,    0,                                                  ,0,0
29939,889745.000000,547471.000000,0,    0,                                                  ,0,0
29940,889745.000000,547052.000000,0,    0,                                                  ,0,0
29945,892306.000000,548761.000000,0,    0,                                                  ,0,0
29947,936145.000000,586118.000000,0,    0,                                                  ,0,0
29948,892952.000000,548805.000000,0,    0,                                                  ,0,0
29957,944968.000000,586152.000000,0,    0,                                                  ,0,0
29958,897521.000000,550127.000000,0,    0,                                                  ,0,0
29959,897563.000000,549436.000000,0,    0,                                                  ,0,0
29960,897531.000000,549091.000000,0,    0,                                                  ,0,0
29961,857589.194800,527893.009200,0,    0,                                                  ,0,0
29962,897626.000000,547391.000000,0,    0,                                                  ,0,0
29967,936551.000000,589200.000000,0,    0,                                                  ,0,0
29977,896668.000000,576109.000000,0,    0,                                                  ,0,0
29978,905481.378800,552145.401000,0,    0,                                                  ,0,0
29979,905545.163200,550434.832300,0,    0,                                                  ,0,0
29980,905587.000000,549645.000000,0,    0,                                                  ,0,0
29981,905638.000000,548406.000000,0,    0,                                                  ,0,0
29982,905657.000000,547760.000000,0,    0,                                                  ,0,0
29983,906923.000000,550506.000000,0,    0,                                                  ,0,0
29984,895937.000000,520633.000000,0,    0,                                                  ,0,0
29986,908237.000000,550557.000000,0,    0,                                                  ,0,0
29987,899320.000000,576243.000000,0,    0,                                                  ,0,0
29990,909591.000000,550599.000000,0,    0,                                                  ,0,0
29993,910916.000000,550658.000000,0,    0,                                                  ,0,0
29996,912252.000000,550715.000000,0,    0,                                                  ,0,0
29999,913558.000000,551435.000000,0,    0,                                                  ,0,0
30000,913585.000000,550757.000000,0,    0,                                                  ,0,0
30003,914953.000000,551505.000000,0,    0,                                                  ,0,0
30004,914914.000000,550823.000000,0,    0,                                                  ,0,0
30006,916200.000000,552239.000000,0,    0,                                                  ,0,0
30008,916226.000000,551544.000000,0,    0,                                                  ,0,0
30009,916239.000000,550901.000000,0,    0,                                                  ,0,0
30010,916320.000000,549539.000000,0,    0,                                                  ,0,0
30011,916404.000000,548182.000000,0,    0,                                                  ,0,0
30012,916550.000000,551538.000000,0,    0,                                                  ,0,0
30013,916589.903500,550875.767500,0,    0,                                                  ,0,0
30014,918085.000000,551769.000000,0,    0,                                                  ,0,0
30015,918123.000000,550967.000000,0,    0,                                                  ,0,0
30016,918166.000000,548238.000000,0,    0,                                                  ,0,0
30018,880068.000000,511917.000000,0,    0,                                                  ,0,0
30022,919069.000000,548287.000000,0,    0,                                                  ,0,0
30025,920256.000000,551850.000000,0,    0,                                                  ,0,0
30026,920276.000000,551049.000000,0,    0,                                                  ,0,0
30029,920397.000000,548372.000000,0,    0,                                                  ,0,0
30031,921230.000000,551905.000000,0,    0,                                                  ,0,0
30033,921590.000000,551921.000000,0,    0,                                                  ,0,0
30034,921626.000000,551093.000000,0,    0,                                                  ,0,0
30036,921743.000000,548418.000000,0,    0,                                                  ,0,0
30037,915184.000000,576461.000000,0,    0,                                                  ,0,0
30038,922607.000000,548429.000000,0,    0,                                                  ,0,0
30039,923779.000000,548467.000000,0,    0,                                                  ,0,0
30040,923328.000000,552009.000000,0,    0,                                                  ,0,0
30041,923731.000000,551196.000000,0,    0,                                                  ,0,0
30042,924238.000000,553297.000000,0,    0,                                                  ,0,0
30043,924292.000000,552059.000000,0,    0,                                                  ,0,0
30044,924295.000000,551795.000000,0,    0,                                                  ,0,0
30045,924332.000000,551229.000000,0,    0,                                                  ,0,0
30046,924405.000000,549559.000000,0,    0,                                                  ,0,0
30047,906875.000000,583760.000000,0,    0,                                                  ,0,0
30048,924436.000000,548515.000000,0,    0,                                                  ,0,0
30049,926985.000000,552129.000000,0,    0,                                                  ,0,0
30050,927019.000000,551303.000000,0,    0,                                                  ,0,0
30051,928280.000000,551274.000000,0,    0,                                                  ,0,0
30055,880166.000000,511886.000000,0,    0,                                                  ,0,0
30066,898969.000000,583360.000000,0,    0,                                                  ,0,0
30069,877952.000000,543076.000000,0,    0,                                                  ,0,0
30070,877981.000000,542416.000000,0,    0,                                                  ,0,0
30071,878021.000000,539843.000000,0,    0,                                                  ,0,0
30072,899074.000000,581245.000000,0,    0,                                                  ,0,0
30073,878527.000000,543099.000000,0,    0,                                                  ,0,0
30074,880583.000000,543112.000000,0,    0,                                                  ,0,0
30075,881888.000000,545719.000000,0,    0,                                                  ,0,0
30076,881924.000000,543092.000000,0,    0,                                                  ,0,0
30078,882028.000000,540398.000000,0,    0,                                                  ,0,0
30082,893734.000000,582831.000000,0,    0,                                                  ,0,0
30084,893848.000000,580226.000000,0,    0,                                                  ,0,0
30104,887785.000000,564258.000000,0,    0,                                                  ,0,0
30105,886854.000000,564241.000000,0,    0,                                                  ,0,0
30107,897140.000000,560748.000000,0,    0,                                                  ,0,0
30114,915580.000000,567506.000000,0,    0,                                                  ,0,0
30116,923776.000000,563297.000000,0,    0,                                                  ,0,0
30118,929618.000000,562059.000000,0,    0,                                                  ,0,0
30119,927955.000000,559611.000000,0,    0,                                                  ,0,0
30121,878080.000000,553659.000000,0,    0,                                                  ,0,0
30128,916140.000000,553379.000000,0,    0,                                                  ,0,0
30131,924780.000000,555280.000000,0,    0,                                                  ,0,0
30144,856235.000000,459773.000000,0,    0,                                                  ,0,0
30145,858949.000000,456323.000000,0,    0,                                                  ,0,0
30146,849188.000000,465810.000000,0,    0,                                                  ,0,0
30147,849374.000000,460912.000000,0,    0,                                                  ,0,0
30161,875228.000000,537119.000000,0,    0,                                                  ,0,0
30162,902506.000000,528820.000000,0,    0,                                                  ,0,0
30163,905044.000000,528873.000000,0,    0,                                                  ,0,0
30165,900885.000000,531432.000000,0,    0,                                                  ,0,0
30169,938829.000000,528076.000000,0,    0,                                                  ,0,0
30184,841010.000000,491464.000000,0,    0,                                                  ,0,0
30185,900600.000000,574157.000000,0,    0,                                                  ,0,0
30188,930944.000000,579637.000000,0,    0,                                                  ,0,0
30194,923082.000000,577885.000000,0,    0,                                                  ,0,0
30199,939227.598600,589885.627000,0,    0,                                                  ,0,0
30201,915583.000000,577336.000000,0,    0,                                                  ,0,0
30202,915610.000000,566842.000000,0,    0,                                                  ,0,0
30203,862581.312500,566477.687500,0,    0,                                                  ,0,0
30204,908818.824000,590452.110900,0,    0,                                                  ,0,0
30212,901708.000000,570250.000000,0,    0,                                                  ,0,0
30215,879228.000000,544535.000000,0,    0,                                                  ,0,0
30218,879309.000000,544575.000000,0,    0,                                                  ,0,0
30221,876491.000000,585337.000000,0,    0,                                                  ,0,0
30222,873838.000000,574677.000000,0,    0,                                                  ,0,0
30226,841599.937500,416173.687500,0,    0,                                                  ,0,0
30228,856693.000000,478778.000000,0,    0,                                                  ,0,0
30231,883635.000000,494227.000000,0,    0,                                                  ,0,0
30232,883431.000000,499811.000000,0,    0,                                                  ,0,0
30233,883263.000000,502446.000000,0,    0,                                                  ,0,0
30241,886739.000000,514685.000000,0,    0,                                                  ,0,0
30244,884008.000000,522784.000000,0,    0,                                                  ,0,0
30249,876143.000000,519807.000000,0,    0,                                                  ,0,0
30250,874810.000000,515691.000000,0,    0,                                                  ,0,0
30251,874795.000000,513207.000000,0,    0,                                                  ,0,0
30264,864276.000000,512842.000000,0,    0,                                                  ,0,0
30265,859119.625000,510377.375000,0,    0,                                                  ,0,0
30268,864319.000000,510200.000000,0,    0,                                                  ,0,0
30271,864376.000000,506860.000000,0,    0,                                                  ,0,0
30276,875086.000000,504618.000000,0,    0,                                                  ,0,0
30280,859629.000000,496624.000000,0,    0,                                                  ,0,0
30281,859198.497300,492957.536100,0,    0,                                                  ,0,0
30305,857198.000000,508217.000000,0,    0,                                                  ,0,0
30311,849863.000000,507739.000000,0,    0,                                                  ,0,0
30314,855259.000000,507939.000000,0,    0,                                                  ,0,0
30316,849515.000000,519257.000000,0,    0,                                                  ,0,0
30317,848289.000000,514399.000000,0,    0,                                                  ,0,0
30330,918782.193800,582509.089300,0,    0,                                                  ,0,0
30332,923170.000000,586114.000000,0,    0,                                                  ,0,0
30333,924244.811545,587708.675981,0,    0,                                                  ,0,0
30334,927179.000000,590240.000000,0,    0,                                                  ,0,0
30335,929164.000000,591830.000000,0,    0,                                                  ,0,0
30336,930287.909600,593873.081900,0,    0,                                                  ,0,0
30337,930076.185400,592487.892200,0,    0,                                                  ,0,0
30338,930572.000000,593821.000000,0,    0,                                                  ,0,0
30339,930008.000000,593569.000000,0,    0,                                                  ,0,0
30340,930205.000000,595599.000000,0,    0,                                                  ,0,0
30341,929627.073400,592493.666500,0,    0,                                                  ,0,0
30342,923694.000000,585282.000000,0,    0,                                                  ,0,0
30343,923734.050000,586719.536300,91,    0,                                                  ,0,0
30344,923630.764200,585604.134900,0,    0,                                                  ,0,0
30345,922873.000000,586242.000000,0,    0,                                                  ,0,0
30346,923532.000000,586685.000000,0,    0,                                                  ,0,0
30347,915668.000000,576198.000000,0,    0,                                                  ,0,0
30348,915914.000000,574077.000000,0,    0,                                                  ,0,0
30349,916069.000000,572038.000000,0,    0,                                                  ,0,0
30350,916151.000000,570343.000000,0,    0,                                                  ,0,0
30351,915849.000000,573932.000000,0,    0,                                                  ,0,0
30352,915782.187500,574901.500000,90,    1,                                                  ,-0.1170,-0.5840
30353,915840.875000,574909.687500,91,    0,                                                  ,0,0
30354,915947.000000,574892.000000,0,    0,                                                  ,0,0
30355,916201.000000,569031.000000,0,    0,                                                  ,0,0
30356,916304.000000,570069.000000,0,    0,                                                  ,0,0
30357,916314.000000,569538.000000,0,    0,                                                  ,0,0
30358,916032.000000,570353.000000,0,    0,                                                  ,0,0
30359,916101.000000,569035.000000,0,    0,                                                  ,0,0
30360,916145.090800,567301.287900,0,    0,                                                  ,0,0
30361,916210.359800,565427.330700,0,    0,                                                  ,0,0
30362,916254.000000,566242.000000,0,    0,                                                  ,0,0
30363,916134.098100,565330.414900,0,    0,                                                  ,0,0
30364,916007.069400,567362.179700,0,    0,                                                  ,0,0
30365,916280.430400,563195.496200,0,    0,                                                  ,0,0
30366,916212.043500,563140.135300,0,    0,                                                  ,0,0
30367,916381.000000,561331.000000,0,    0,                                                  ,0,0
30368,916438.000000,559820.000000,0,    0,                                                  ,0,0
30369,916512.000000,558249.000000,0,    0,                                                  ,0,0
30370,916597.000000,558958.000000,0,    0,                                                  ,0,0
30371,916360.000000,559789.000000,0,    0,                                                  ,0,0
30372,916432.000000,558249.000000,0,    0,                                                  ,0,0
30373,916550.000000,557019.000000,0,    0,                                                  ,0,0
30374,916616.000000,555540.000000,0,    0,                                                  ,0,0
30375,916701.000000,556294.000000,0,    0,                                                  ,0,0
30376,916537.000000,555513.000000,0,    0,                                                  ,0,0
30377,916489.000000,556995.000000,0,    0,                                                  ,0,0
30378,916804.000000,552798.000000,0,    0,                                                  ,0,0
30379,917028.360200,550096.650500,0,    0,                                                  ,0,0
30380,916996.168300,551569.465800,0,    0,                                                  ,0,0
30381,917034.334800,550899.880400,0,    0,                                                  ,0,0
30382,916907.775700,550057.005700,0,    0,                                                  ,0,0
30383,916641.000000,552785.000000,0,    0,                                                  ,0,0
30384,917344.312500,546904.750000,0,    0,                                                  ,0,0
30385,917216.000000,543068.000000,0,    0,                                                  ,0,0
30386,917499.761600,545117.372100,0,    0,                                                  ,0,0
30387,917501.000000,545551.000000,0,    0,                                                  ,0,0
30388,917383.773800,545151.926200,0,    0,                                                  ,0,0
30389,917283.875000,546816.437500,0,    0,                                                  ,0,0
30390,917461.000000,539619.000000,0,    0,                                                  ,0,0
30391,903031.000000,538116.000000,0,    0,                                                  ,0,0
30392,900490.000000,537343.000000,0,    0,                                                  ,0,0
30393,905418.000000,538276.000000,0,    0,                                                  ,0,0
30394,906622.000000,538276.000000,0,    0,                                                  ,0,0
30395,906036.000000,538382.000000,0,    0,                                                  ,0,0
30396,905322.000000,538196.000000,0,    0,                                                  ,0,0
30397,906644.000000,538212.000000,0,    0,                                                  ,0,0
30398,906060.750000,537712.937500,0,    0,                                                  ,0,0
30401,907928.000000,538137.000000,0,    0,                                                  ,0,0
30402,907938.000000,538095.000000,0,    0,                                                  ,0,0
30403,909156.000000,538122.000000,0,    0,                                                  ,0,0
30404,879355.000000,540146.000000,0,    0,                                                  ,0,0
30405,908764.750000,538309.687500,0,    0,                                                  ,0,0
30406,909117.000000,538066.000000,0,    0,                                                  ,0,0
30407,912374.000000,538260.000000,0,    0,                                                  ,0,0
30408,911446.375000,538355.187500,0,    0,                                                  ,0,0
30409,912224.000000,538216.000000,0,    0,                                                  ,0,0
30410,911458.000000,538070.000000,0,    0,                                                  ,0,0
30412,915792.125000,538353.375000,0,    0,                                                  ,0,0
30413,914004.812500,538224.687500,90,    0,                                                  ,0,0
30414,915815.812500,538251.312500,0,    0,                                                  ,0,0
30415,918894.000000,538031.000000,0,    0,                                                  ,0,0
30416,917279.000000,539579.000000,0,    0,                                                  ,0,0
30417,918733.000000,538144.000000,0,    0,                                                  ,0,0
30418,920452.000000,537967.000000,0,    0,                                                  ,0,0
30419,923174.000000,537892.000000,0,    0,                                                  ,0,0
30420,920453.000000,537874.000000,0,    0,                                                  ,0,0
30421,923187.000000,537809.000000,0,    0,                                                  ,0,0
30422,920866.000000,538191.000000,0,    0,                                                  ,0,0
30423,917486.000000,536124.000000,0,    0,                                                  ,0,0
30424,918290.000000,538276.000000,0,    0,                                                  ,0,0
30425,917525.656514,539202.174062,0,    0,                                                  ,0,0
30426,917549.000000,537410.000000,0,    0,                                                  ,0,0
30427,918325.000000,537977.000000,0,    0,                                                  ,0,0
30428,917227.000000,539086.000000,0,    0,                                                  ,0,0
30429,916804.125000,538607.875000,0,    0,                                                  ,0,0
30430,916464.033858,538285.783022,0,    0,                                                  ,0,0
30431,917197.000000,537152.000000,0,    0,                                                  ,0,0
30432,917214.738125,538701.022712,0,    0,                                                  ,0,0
30436,917677.000000,531025.000000,0,    0,                                                  ,0,0
30437,917641.000000,532212.000000,0,    0,                                                  ,0,0
30438,925665.000000,537749.000000,0,    0,                                                  ,0,0
30439,926998.000000,537645.000000,0,    0,                                                  ,0,0
30440,923096.000000,537994.000000,0,    0,                                                  ,0,0
30441,923211.000000,537689.000000,0,    0,                                                  ,0,0
30443,919339.000000,527289.000000,0,    0,                                                  ,0,0
30444,918170.000000,529596.000000,0,    0,                                                  ,0,0
30445,916833.000000,529738.000000,0,    0,                                                  ,0,0
30446,919152.000000,529782.000000,0,    0,                                                  ,0,0
30448,919062.000000,529599.000000,0,    0,                                                  ,0,0
30449,918041.000000,529875.000000,0,    0,                                                  ,0,0
30450,918526.000000,529589.000000,0,    0,                                                  ,0,0
30452,918052.000000,530346.000000,0,    0,                                                  ,0,0
30453,917640.000000,529648.000000,0,    0,                                                  ,0,0
30454,918114.000000,529078.000000,0,    0,                                                  ,0,0
30455,917593.000000,529552.000000,0,    0,                                                  ,0,0
30456,918429.000000,529800.000000,0,    0,                                                  ,0,0
30459,917550.000000,530228.000000,0,    0,                                                  ,0,0
30460,917193.000000,529878.000000,0,    0,                                                  ,0,0
30462,919437.000000,527117.000000,0,    0,                                                  ,0,0
30463,918232.000000,529279.000000,0,    0,                                                  ,0,0
30464,918380.000000,528814.000000,0,    0,                                                  ,0,0
30467,918715.000000,528582.000000,0,    0,                                                  ,0,0
30468,919194.312500,527542.437500,0,    0,                                                  ,0,0
30470,921367.000000,528716.000000,0,    0,                                                  ,0,0
30471,915311.026600,528852.813400,0,    0,                                                  ,0,0
30473,914435.000000,528409.000000,0,    0,                                                  ,0,0
30474,914485.284700,528049.947700,0,    0,                                                  ,0,0
30475,911973.451500,527476.262300,0,    0,                                                  ,0,0
30476,914475.000000,528673.000000,0,    0,                                                  ,0,0
30477,910636.108700,527308.113900,0,    0,                                                  ,0,0
30478,912015.626700,527388.609200,0,    0,                                                  ,0,0
30479,910798.445900,527409.378800,0,    0,                                                  ,0,0
30480,911893.610600,527587.469300,0,    0,                                                  ,0,0
30483,909785.000000,527302.000000,0,    0,                                                  ,0,0
30484,907305.000000,528143.000000,0,    0,                                                  ,0,0
30485,905581.000000,528105.000000,0,    0,                                                  ,0,0
30486,907289.000000,528103.000000,0,    0,                                                  ,0,0
30487,905570.000000,528160.000000,0,    0,                                                  ,0,0
30488,906312.000000,527868.000000,0,    0,                                                  ,0,0
30489,906209.896700,528196.887400,0,    0,                                                  ,0,0
30490,906263.607700,528635.610200,0,    0,                                                  ,0,0
30491,906375.000000,528656.000000,0,    0,                                                  ,0,0
30492,906279.035300,528260.204900,0,    0,                                                  ,0,0
30493,906588.000000,527868.000000,0,    0,                                                  ,0,0
30494,906650.631100,528191.343800,0,    0,                                                  ,0,0
30495,906601.000000,528651.000000,0,    0,                                                  ,0,0
30496,906590.000000,528247.000000,0,    0,                                                  ,0,0
30497,904026.000000,528070.000000,0,    0,                                                  ,0,0
30498,901538.000000,528643.000000,0,    0,                                                  ,0,0
30499,901227.000000,528766.000000,0,    0,                                                  ,0,0
30500,901528.000000,528571.000000,0,    0,                                                  ,0,0
30502,899215.000000,528563.000000,0,    0,                                                  ,0,0
30503,897195.000000,527791.000000,0,    0,                                                  ,0,0
30504,898324.000000,527433.000000,0,    0,                                                  ,0,0
30505,897947.000000,528260.000000,0,    0,                                                  ,0,0
30506,896090.000000,527595.000000,0,    0,                                                  ,0,0
30507,897993.000000,527724.000000,0,    0,                                                  ,0,0
30508,898702.098100,528921.025800,0,    0,                                                  ,0,0
30511,898309.000000,528783.000000,0,    0,                                                  ,0,0
30514,898315.000000,528563.000000,0,    0,                                                  ,0,0
30515,898333.000000,527987.000000,0,    0,                                                  ,0,0
30516,898281.000000,528282.000000,0,    0,                                                  ,0,0
30517,899040.000000,528501.000000,0,    0,                                                  ,0,0
30523,898386.000000,528434.000000,0,    0,                                                  ,0,0
30525,895136.000000,527690.000000,0,    0,                                                  ,0,0
30526,891979.000000,528235.000000,0,    0,                                                  ,0,0
30527,893303.000000,528313.000000,0,    0,                                                  ,0,0
30528,885327.000000,527872.000000,0,    0,                                                  ,0,0
30531,865217.000000,526730.000000,0,    0,                                                  ,0,0
30532,865222.000000,526625.000000,0,    0,                                                  ,0,0
30533,863868.000000,526964.000000,0,    0,                                                  ,0,0
30534,861967.000000,526106.000000,0,    0,                                                  ,0,0
30536,863649.000000,526288.000000,0,    0,                                                  ,0,0
30537,879955.000000,516787.000000,0,    0,                                                  ,0,0
30538,863194.000000,526362.000000,0,    0,                                                  ,0,0
30539,919478.000000,526602.000000,0,    0,                                                  ,0,0
30540,919534.000000,525208.000000,0,    0,                                                  ,0,0
30541,919361.000000,522140.000000,0,    0,                                                  ,0,0
30542,919339.000000,521162.000000,0,    0,                                                  ,0,0
30543,919539.000000,519950.000000,0,    0,                                                  ,0,0
30544,919579.000000,520318.000000,0,    0,                                                  ,0,0
30546,919429.000000,521244.000000,0,    0,                                                  ,0,0
30548,919457.000000,518177.000000,0,    0,                                                  ,0,0
30549,918459.000000,517217.000000,0,    0,                                                  ,0,0
30550,916494.000000,515687.000000,0,    0,                                                  ,0,0
30551,917232.000000,515762.000000,0,    0,                                                  ,0,0
30552,916159.000000,515701.000000,0,    0,                                                  ,0,0
30553,917730.000000,516939.000000,0,    0,                                                  ,0,0
30554,917444.000000,516708.000000,0,    0,                                                  ,0,0
30555,881974.000000,526356.000000,0,    0,                                                  ,0,0
30558,882667.000000,526354.000000,0,    0,                                                  ,0,0
30559,880851.376400,506893.854400,0,    0,                                                  ,0,0
30560,882395.000000,526866.000000,0,    0,                                                  ,0,0
30562,882593.000000,526449.000000,0,    0,                                                  ,0,0
30564,921696.000000,528616.000000,0,    0,                                                  ,0,0
30565,922959.000000,528705.000000,0,    0,                                                  ,0,0
30566,879682.943054,523762.996694,0,    0,                                                  ,0,0
30567,879746.365417,523811.197690,0,    0,                                                  ,0,0
30569,880232.327200,523084.552300,0,    0,                                                  ,0,0
30570,879838.000000,521686.000000,0,    0,                                                  ,0,0
30571,879682.509900,523491.132200,0,    0,                                                  ,0,0
30573,879607.646600,523362.843100,0,    0,                                                  ,0,0
30574,879813.549600,523320.530400,0,    0,                                                  ,0,0
30575,879838.000000,521329.000000,0,    0,                                                  ,0,0
30576,879793.000000,521229.000000,0,    0,                                                  ,0,0
30577,879837.185000,517986.388700,0,    0,                                                  ,0,0
30578,879682.040200,520540.734200,0,    0,                                                  ,0,0
30581,880035.384300,519589.578100,0,    0,                                                  ,0,0
30583,879754.000000,520175.000000,0,    0,                                                  ,0,0
30584,879810.000000,520169.000000,0,    0,                                                  ,0,0
30585,879632.000000,519505.000000,0,    0,                                                  ,0,0
30586,879693.000000,519477.000000,0,    0,                                                  ,0,0
30587,880076.000000,514177.000000,0,    0,                                                  ,0,0
30588,879981.000000,515768.000000,0,    0,                                                  ,0,0
30589,880817.724500,514715.007900,0,    0,                                                  ,0,0
30591,880062.126900,514782.898300,0,    0,                                                  ,0,0
30592,879548.990000,515027.671100,0,    0,                                                  ,0,0
30593,880004.000000,514941.000000,0,    0,                                                  ,0,0
30594,880278.523500,511040.801400,0,    0,                                                  ,0,0
30595,880171.848900,511194.887000,0,    0,                                                  ,0,0
30596,880628.000000,502627.000000,0,    0,                                                  ,0,0
30597,880585.000000,504577.000000,0,    0,                                                  ,0,0
30599,880813.793000,501752.406500,0,    0,                                                  ,0,0
30600,879925.000000,504769.000000,0,    0,                                                  ,0,0
30602,880766.363000,507688.163300,0,    0,                                                  ,0,0
30603,880711.000000,507050.000000,0,    0,                                                  ,0,0
30604,880752.000000,508325.000000,0,    0,                                                  ,0,0
30605,880656.000000,508145.000000,0,    0,                                                  ,0,0
30606,880922.000000,506070.000000,0,    0,                                                  ,0,0
30607,880957.000000,506991.000000,0,    0,                                                  ,0,0
30609,880572.000000,507200.000000,0,    0,                                                  ,0,0
30610,829390.750000,407528.250000,0,    0,                                                  ,0,0
30611,876253.000000,500021.000000,0,    0,                                                  ,0,0
30612,880948.000000,499186.000000,0,    0,                                                  ,0,0
30613,880852.000000,499203.000000,0,    0,                                                  ,0,0
30614,880965.000000,497278.000000,0,    0,                                                  ,0,0
30615,881052.000000,497278.000000,0,    0,                                                  ,0,0
30616,881568.435900,498363.444700,0,    0,                                                  ,0,0
30617,881108.000000,494166.000000,0,    0,                                                  ,0,0
30618,881060.000000,494165.000000,0,    0,                                                  ,0,0
30620,881276.000000,492092.000000,0,    0,                                                  ,0,0
30621,880578.233700,492781.602900,0,    0,                                                  ,0,0
30622,881078.000000,492570.000000,0,    0,                                                  ,0,0
30623,872460.000000,495645.000000,0,    0,                                                  ,0,0
30625,874757.000000,495581.000000,0,    0,                                                  ,0,0
30626,876242.000000,495626.000000,0,    0,                                                  ,0,0
30627,874731.000000,495478.000000,0,    0,                                                  ,0,0
30628,876210.000000,495549.000000,0,    0,                                                  ,0,0
30629,872999.000000,495708.000000,0,    0,                                                  ,0,0
30630,875519.000000,495710.000000,0,    0,                                                  ,0,0
30631,872031.000000,494970.000000,0,    0,                                                  ,0,0
30632,869170.000000,491683.000000,0,    0,                                                  ,0,0
30633,870646.000000,493159.000000,0,    0,                                                  ,0,0
30634,871682.000000,494947.000000,0,    0,                                                  ,0,0
30635,870835.000000,493980.000000,0,    0,                                                  ,0,0
30636,865925.000000,487893.000000,0,    0,                                                  ,0,0
30637,865973.000000,487717.000000,0,    0,                                                  ,0,0
30638,864453.000000,485848.000000,0,    0,                                                  ,0,0
30639,865599.000000,486930.000000,0,    0,                                                  ,0,0
30640,864398.000000,486994.000000,0,    0,                                                  ,0,0
30642,865188.000000,486786.000000,0,    0,                                                  ,0,0
30643,865355.000000,487247.000000,0,    0,                                                  ,0,0
30644,882657.730400,495781.669800,0,    0,                                                  ,0,0
30645,882019.732600,495682.716200,0,    0,                                                  ,0,0
30646,884323.074800,495664.418500,0,    0,                                                  ,0,0
30647,884191.402200,495570.366700,0,    0,                                                  ,0,0
30648,885662.000000,494817.000000,0,    0,                                                  ,0,0
30651,879426.000000,537954.000000,0,    0,                                                  ,0,0
30652,879487.457960,535998.059753,0,    0,                                                  ,0,0
30653,879559.000000,536053.000000,0,    0,                                                  ,0,0
30654,879502.000000,537976.000000,0,    0,                                                  ,0,0
30655,880293.000000,536977.000000,0,    0,                                                  ,0,0
30656,878603.868200,536959.240200,0,    0,                                                  ,0,0
30657,879685.000000,528956.000000,0,    0,                                                  ,0,0
30659,879870.080900,536976.582100,0,    0,                                                  ,0,0
30664,879480.000000,536349.000000,0,    0,                                                  ,0,0
30670,879271.000000,542425.000000,0,    0,                                                  ,0,0
30671,879236.000000,543752.000000,0,    0,                                                  ,0,0
30672,879330.000000,542430.000000,0,    0,                                                  ,0,0
30673,879978.000000,543112.000000,0,    0,                                                  ,0,0
30674,879284.779716,543737.637366,0,    0,                                                  ,0,0
30675,879190.000000,547563.000000,0,    0,                                                  ,0,0
30676,879123.000000,547558.000000,0,    0,                                                  ,0,0
30677,879076.000000,549011.000000,0,    0,                                                  ,0,0
30678,879132.000000,549064.000000,0,    0,                                                  ,0,0
30679,879477.000000,548395.000000,0,    0,                                                  ,0,0
30680,879056.000000,551962.000000,0,    0,                                                  ,0,0
30681,879294.340700,552465.556100,0,    0,                                                  ,0,0
30683,878955.000000,554344.000000,0,    0,                                                  ,0,0
30684,878976.000000,552006.000000,0,    0,                                                  ,0,0
30685,878893.528700,554288.452600,0,    0,                                                  ,0,0
30686,878641.869900,553845.428200,0,    0,                                                  ,0,0
30687,878465.000000,553132.000000,0,    0,                                                  ,0,0
30688,879515.640000,552728.734800,0,    0,                                                  ,0,0
30689,878334.345400,527013.451800,0,    0,                                                  ,0,0
30690,878928.000000,553621.000000,0,    0,                                                  ,0,0
30691,878981.000000,553557.000000,0,    0,                                                  ,0,0
30692,879015.000000,552667.000000,0,    0,                                                  ,0,0
30693,878920.906500,553247.243900,0,    0,                                                  ,0,0
30694,878819.000000,556774.000000,0,    0,                                                  ,0,0
30695,878764.000000,558627.000000,0,    0,                                                  ,0,0
30696,878875.000000,556759.000000,0,    0,                                                  ,0,0
30697,878955.402500,557785.900600,0,    0,                                                  ,0,0
30698,878814.000000,558627.000000,0,    0,                                                  ,0,0
30699,878664.000000,562995.000000,0,    0,                                                  ,0,0
30700,878609.000000,563015.000000,0,    0,                                                  ,0,0
30701,878498.000000,564923.000000,0,    0,                                                  ,0,0
30702,878487.000000,568860.000000,0,    0,                                                  ,0,0
30703,879099.898400,564126.126000,0,    0,                                                  ,0,0
30705,878614.000000,563864.000000,0,    0,                                                  ,0,0
