N,X,Y,DTA_Type,SEGNUM,Prohibit_Links,Time_Coef,Cost_Coef,VCOST
30874,881089,489807,0,0,0,-0.117,-0.584,0
30876,880496,519996,0,0,0,-0.117,-0.584,0
30877,879141,519873,0,0,0,-0.117,-0.584,0
30886,934106,579099,0,0,0,-0.117,-0.584,0
30887,858916.498,525475.574,0,0,0,-0.117,-0.584,0
30888,859181.25,525471.375,0,0,0,-0.117,-0.584,0
30889,857748.3125,525440.1875,0,0,0,-0.117,-0.584,0
30890,857850.4199,545884.536,0,0,0,-0.117,-0.584,0
30891,857778.824,545642.4161,0,0,0,-0.117,-0.584,0
30898,903793,538137,0,0,0,-0.117,-0.584,0
30899,903804,538191,0,0,0,-0.117,-0.584,0
30901,880968.7392,493233.4828,0,0,0,-0.117,-0.584,0
30905,881256.2032,493883.2069,0,0,0,-0.117,-0.584,0
30906,879159,536499,0,0,0,-0.117,-0.584,0
30912,868303,526701,0,0,0,-0.117,-0.584,0
30913,868292,526818,0,0,0,-0.117,-0.584,0
30914,868449.125,526817.5,0,0,0,-0.117,-0.584,0
30915,868533.125,526688.125,0,0,0,-0.117,-0.584,0
30920,847913,523460,0,0,0,-0.117,-0.584,0
30923,857912,481578.9063,0,0,0,-0.117,-0.584,0
30924,857523.375,486580.25,0,0,0,-0.117,-0.584,0
30925,858033.125,480196.0938,0,0,0,-0.117,-0.584,0
30926,857607.8487,486523.8269,0,0,0,-0.117,-0.584,0
30927,858429.6097,480186.1051,0,0,0,-0.117,-0.584,0
30928,879555,537221,0,0,0,-0.117,-0.584,0
30940,857964.8125,536487.1875,0,0,0,-0.117,-0.584,0
30941,857979.0625,536117.5,0,0,0,-0.117,-0.584,0
30942,858196.5625,536942.6875,0,0,0,-0.117,-0.584,0
30943,858213.1875,537365.8125,0,0,0,-0.117,-0.584,0
30954,918391,515635,0,0,0,-0.117,-0.584,0
30958,910143.1875,527268.6875,0,0,0,-0.117,-0.584,0
30959,857876,539124.75,0,0,0,-0.117,-0.584,0
30960,857785.9375,538889.6875,0,0,0,-0.117,-0.584,0
30961,913746.8903,583001.0472,0,0,0,-0.117,-0.584,0
30962,864476,486202,0,0,0,-0.117,-0.584,0
30963,858610,569730,0,0,0,-0.117,-0.584,0
30964,858488,520644,0,0,0,-0.117,-0.584,0
30965,858187.125,519578.3125,0,0,0,-0.117,-0.584,0
30966,857791,519255,0,0,0,-0.117,-0.584,0
30967,858584.1875,517278.8438,0,0,0,-0.117,-0.584,0
30968,859549.875,519262.0938,0,0,0,-0.117,-0.584,0
30970,858786.6875,512154.625,0,0,0,-0.117,-0.584,0
30971,856650.3125,492030.75,0,0,0,-0.117,-0.584,0
30972,857254.25,491110.9688,0,0,0,-0.117,-0.584,0
30974,858002.8125,491561.4063,0,0,0,-0.117,-0.584,0
30975,858063.375,492167.0313,0,0,0,-0.117,-0.584,0
30976,857425,493849,0,0,0,-0.117,-0.584,0
30979,912656.375,538248.125,0,0,0,-0.117,-0.584,0
30980,912665.25,538225.25,0,0,0,-0.117,-0.584,0
31007,858200.3125,537896.5625,0,0,0,-0.117,-0.584,0
31034,905807,545076,0,0,0,-0.117,-0.584,0
31036,905888,542437,0,0,0,-0.117,-0.584,0
31041,908487,545198,0,0,0,-0.117,-0.584,0
31047,857619.125,558526.9375,0,0,0,-0.117,-0.584,0
31048,911126,545300,0,0,0,-0.117,-0.584,0
31050,911268,542620,0,0,0,-0.117,-0.584,0
31051,912486,545320,0,0,0,-0.117,-0.584,0
31054,913820,545396,0,0,0,-0.117,-0.584,0
31057,917206.9247,538772.5186,0,0,0,-0.117,-0.584,0
31063,916505,545503,0,0,0,-0.117,-0.584,0
31065,916607,543392,0,0,0,-0.117,-0.584,0
31066,916633,542852,0,0,0,-0.117,-0.584,0
31068,917221,545533,0,0,0,-0.117,-0.584,0
31077,858405.9463,559006.2794,0,0,0,-0.117,-0.584,0
31078,920555,545660,0,0,0,-0.117,-0.584,0
31083,856912.0625,559099.3125,0,0,0,-0.117,-0.584,0
31084,921854,545701,0,0,0,-0.117,-0.584,0
31087,879464,536778,0,0,0,-0.117,-0.584,0
31091,924565,545702,0,0,0,-0.117,-0.584,0
31094,826536,539331,0,0,0,-0.117,-0.584,0
31096,853163,537608,0,0,0,-0.117,-0.584,0
31098,858041.25,539140.3125,0,0,0,-0.117,-0.584,0
31101,917296,539561,92,0,0,-0.117,-0.584,0
31102,863615,537703,0,0,0,-0.117,-0.584,0
31105,868884,537726,0,0,0,-0.117,-0.584,0
31106,870445,537704,0,0,0,-0.117,-0.584,0
31108,871389,537596,0,0,0,-0.117,-0.584,0
31110,874159,537142,0,0,0,-0.117,-0.584,0
31112,917263,539084,0,0,0,-0.117,-0.584,0
31113,917418.5815,539204.0333,0,0,0,-0.117,-0.584,0
31114,878124,536956,0,0,0,-0.117,-0.584,0
31115,917434,539733,0,0,0,-0.117,-0.584,0
31116,880914,536951,0,0,0,-0.117,-0.584,0
31119,882097,536979,0,0,0,-0.117,-0.584,0
31127,917409,545441,0,0,0,-0.117,-0.584,0
31131,890016,536394,0,0,0,-0.117,-0.584,0
31133,891675,536455,0,0,0,-0.117,-0.584,0
31135,895279,539869,0,0,0,-0.117,-0.584,0
31137,917428,545435,0,0,0,-0.117,-0.584,0
31143,896465,536656,0,0,0,-0.117,-0.584,0
31146,898032,538560,0,0,0,-0.117,-0.584,0
31147,917304.8125,546874.5625,0,0,0,-0.117,-0.584,0
31150,900756,536827,0,0,0,-0.117,-0.584,0
31151,917311.75,547018.625,0,0,0,-0.117,-0.584,0
31153,903063,538073,0,0,0,-0.117,-0.584,0
31162,905949,541037,0,0,0,-0.117,-0.584,0
31164,905962,539725,0,0,0,-0.117,-0.584,0
31165,906047,538057,0,0,0,-0.117,-0.584,0
31166,906084,537375,0,0,0,-0.117,-0.584,0
31168,906111,537017,0,0,0,-0.117,-0.584,0
31170,907453,537072,0,0,0,-0.117,-0.584,0
31171,908629,541159,0,0,0,-0.117,-0.584,0
31175,908772,537954,0,0,0,-0.117,-0.584,0
31178,908796,537146,0,0,0,-0.117,-0.584,0
31181,911247,541828,0,0,0,-0.117,-0.584,0
31186,911504,537220,0,0,0,-0.117,-0.584,0
31192,913993,542036,0,0,0,-0.117,-0.584,0
31195,914152.75,538158.0625,90,1,0,-0.117,-0.584,0
31204,916758,540153,0,0,0,-0.117,-0.584,0
31205,917151.0162,538519.5149,0,0,0,-0.117,-0.584,0
31208,917438,536125,0,0,0,-0.117,-0.584,0
31220,920900,537686,0,0,0,-0.117,-0.584,0
31221,920905,537573,0,0,0,-0.117,-0.584,0
31226,923480,541524,0,0,0,-0.117,-0.584,0
31229,922945,538967,0,0,0,-0.117,-0.584,0
31230,922856,537979,0,0,0,-0.117,-0.584,0
31231,922814,537686,0,0,0,-0.117,-0.584,0
31232,925726,537656,0,0,0,-0.117,-0.584,0
31236,863749,532376,0,0,0,-0.117,-0.584,0
31246,874221,534414,0,0,0,-0.117,-0.584,0
31248,874290,532434,0,0,0,-0.117,-0.584,0
31249,874352,531315,0,0,0,-0.117,-0.584,0
31253,880569,532528,0,0,0,-0.117,-0.584,0
31255,882231,532523,0,0,0,-0.117,-0.584,0
31257,878271,532472,0,0,0,-0.117,-0.584,0
31262,916382,559944,0,0,0,-0.117,-0.584,0
31267,916404,559966,0,0,0,-0.117,-0.584,0
31269,916253,563938,0,0,0,-0.117,-0.584,0
31271,857237.9375,560176,0,0,0,-0.117,-0.584,0
31272,898189,533129,0,0,0,-0.117,-0.584,0
31275,916275,563940,0,0,0,-0.117,-0.584,0
31279,900893,531880,0,0,0,-0.117,-0.584,0
31281,901625,535138,0,0,0,-0.117,-0.584,0
31288,903550,533544,0,0,0,-0.117,-0.584,0
31297,916072,570490,0,0,0,-0.117,-0.584,0
31298,906215,534306,0,0,0,-0.117,-0.584,0
31301,906299,531633,0,0,0,-0.117,-0.584,0
31307,916099,570497,0,0,0,-0.117,-0.584,0
31316,911703,532507,0,0,0,-0.117,-0.584,0
31317,915880,573848,0,0,0,-0.117,-0.584,0
31327,915907,573859,0,0,0,-0.117,-0.584,0
31330,857104.125,559795.75,0,0,0,-0.117,-0.584,0
31333,914269,534996,0,0,0,-0.117,-0.584,0
31334,914305,534623,0,0,0,-0.117,-0.584,0
31335,914316,534029,0,0,0,-0.117,-0.584,0
31336,914353,532694,0,0,0,-0.117,-0.584,0
31337,915807.1875,574854.75,0,0,0,-0.117,-0.584,0
31338,914402,531955,0,0,0,-0.117,-0.584,0
31340,858622,570600.25,0,0,0,-0.117,-0.584,0
31347,915824.75,574860.875,92,0,0,-0.117,-0.584,0
31355,917025,532724,0,0,0,-0.117,-0.584,0
31356,917043,532049,0,0,0,-0.117,-0.584,0
31371,921006,534109,0,0,0,-0.117,-0.584,0
31378,922842,536182,0,0,0,-0.117,-0.584,0
31379,922886,535345,0,0,0,-0.117,-0.584,0
31380,922975,533153,0,0,0,-0.117,-0.584,0
31383,848021,527055,0,0,0,-0.117,-0.584,0
31385,858358,523327,0,0,0,-0.117,-0.584,0
31388,861752,527235,0,0,0,-0.117,-0.584,0
31389,863924,527767,0,0,0,-0.117,-0.584,0
31390,863723,525582,0,0,0,-0.117,-0.584,0
31396,874449,528153,0,0,0,-0.117,-0.584,0
31401,881751,527258,0,0,0,-0.117,-0.584,0
31404,882381,527256,0,0,0,-0.117,-0.584,0
31405,858348.25,571430.6875,0,0,0,-0.117,-0.584,0
31413,893294,528195,0,0,0,-0.117,-0.584,0
31414,893248,528517,0,0,0,-0.117,-0.584,0
31415,895068,528259,0,0,0,-0.117,-0.584,0
31418,896039,527496,0,0,0,-0.117,-0.584,0
31419,897020,528107,0,0,0,-0.117,-0.584,0
31420,922969,585545,0,0,0,-0.117,-0.584,0
31422,897626,528593,0,0,0,-0.117,-0.584,0
31423,898276,530405,0,0,0,-0.117,-0.584,0
31424,898296,529466,0,0,0,-0.117,-0.584,0
31425,898313,528628,0,0,0,-0.117,-0.584,0
31426,898657,528411,0,0,0,-0.117,-0.584,0
31428,900267,528567,0,0,0,-0.117,-0.584,0
31432,901028,528333,0,0,0,-0.117,-0.584,0
31434,904024,528018,0,0,0,-0.117,-0.584,0
31435,906294,530299,0,0,0,-0.117,-0.584,0
31436,906375,528928,0,0,0,-0.117,-0.584,0
31438,906408,527873,0,0,0,-0.117,-0.584,0
31444,909686.5625,527280.9375,0,0,0,-0.117,-0.584,0
31448,911832,529169,0,0,0,-0.117,-0.584,0
31449,911845,529009,0,0,0,-0.117,-0.584,0
31450,911875,527857,0,0,0,-0.117,-0.584,0
31451,911984,527086,0,0,0,-0.117,-0.584,0
31460,914462,529231,0,0,0,-0.117,-0.584,0
31461,914606,528217,0,0,0,-0.117,-0.584,0
31462,914577,527920,0,0,0,-0.117,-0.584,0
31463,915223,529261,0,0,0,-0.117,-0.584,0
31466,915798,529322,0,0,0,-0.117,-0.584,0
31467,930177,597072,0,0,0,-0.117,-0.584,0
31468,915842,528369,0,0,0,-0.117,-0.584,0
31469,916190,528014,0,0,0,-0.117,-0.584,0
31470,916495,527789,0,0,0,-0.117,-0.584,0
31471,917133.7844,529640.6586,0,0,0,-0.117,-0.584,0
31473,917092,529373,0,0,0,-0.117,-0.584,0
31475,917167,528094,0,0,0,-0.117,-0.584,0
31476,917183,527754,0,0,0,-0.117,-0.584,0
31477,930113,597078,0,0,0,-0.117,-0.584,0
31481,917612,530997,0,0,0,-0.117,-0.584,0
31484,918756.5447,528050.7373,0,0,0,-0.117,-0.584,0
31485,918661.9289,528271.8989,0,0,0,-0.117,-0.584,0
31488,918386,528157,0,0,0,-0.117,-0.584,0
31489,918402,527798,0,0,0,-0.117,-0.584,0
31491,919138,529737,0,0,0,-0.117,-0.584,0
31494,919414,529466,0,0,0,-0.117,-0.584,0
31496,919475,528191,0,0,0,-0.117,-0.584,0
31498,919493,527834,0,0,0,-0.117,-0.584,0
31503,920036,528220,0,0,0,-0.117,-0.584,0
31504,920066,527859,0,0,0,-0.117,-0.584,0
31509,920588,528225,0,0,0,-0.117,-0.584,0
31510,920604,527891,0,0,0,-0.117,-0.584,0
31511,920731,528241,0,0,0,-0.117,-0.584,0
31512,920741,527888,0,0,0,-0.117,-0.584,0
31513,921134,530763,0,0,0,-0.117,-0.584,0
31518,921351,528692,0,0,0,-0.117,-0.584,0
31519,921391,528268,0,0,0,-0.117,-0.584,0
31520,921407,527918,0,0,0,-0.117,-0.584,0
31522,921914,530795,0,0,0,-0.117,-0.584,0
31525,921903,529573,0,0,0,-0.117,-0.584,0
31526,921919,529069,0,0,0,-0.117,-0.584,0
31528,921927,528649,0,0,0,-0.117,-0.584,0
31529,921964,528591,0,0,0,-0.117,-0.584,0
31530,921932,528289,0,0,0,-0.117,-0.584,0
31531,921956,527937,0,0,0,-0.117,-0.584,0
31537,923181,586030,0,0,0,-0.117,-0.584,0
31539,922471,529084,0,0,0,-0.117,-0.584,0
31540,922474,528688,0,0,0,-0.117,-0.584,0
31541,922482,528585,0,0,0,-0.117,-0.584,0
31542,922489,528312,0,0,0,-0.117,-0.584,0
31543,922503,527955,0,0,0,-0.117,-0.584,0
31547,922845,585455,0,0,0,-0.117,-0.584,0
31549,922977,529557,0,0,0,-0.117,-0.584,0
31550,923001,529103,0,0,0,-0.117,-0.584,0
31551,922984,528751,0,0,0,-0.117,-0.584,0
31552,922959,528671,0,0,0,-0.117,-0.584,0
31553,922977,528637,0,0,0,-0.117,-0.584,0
31554,922831,528324,0,0,0,-0.117,-0.584,0
31555,922818,527966,0,0,0,-0.117,-0.584,0
31558,923357,529122,0,0,0,-0.117,-0.584,0
31559,923481,528875,0,0,0,-0.117,-0.584,0
31562,924288,529214,0,0,0,-0.117,-0.584,0
31565,863629,524616,0,0,0,-0.117,-0.584,0
31566,863764,521993,0,0,0,-0.117,-0.584,0
31574,874463,525012,0,0,0,-0.117,-0.584,0
31576,874542,522454,0,0,0,-0.117,-0.584,0
31585,882517,522711,0,0,0,-0.117,-0.584,0
31586,883059,522762,0,0,0,-0.117,-0.584,0
31587,858983.9375,571482.375,0,0,0,-0.117,-0.584,0
31592,859078.25,571141.6875,0,0,0,-0.117,-0.584,0
31596,890469,523015,0,0,0,-0.117,-0.584,0
31608,896532,525898,0,0,0,-0.117,-0.584,0
31612,898350,525941,0,0,0,-0.117,-0.584,0
31613,898407,524518,0,0,0,-0.117,-0.584,0
31614,898473,523354,0,0,0,-0.117,-0.584,0
31621,901107,525253,0,0,0,-0.117,-0.584,0
31623,901175,523452,0,0,0,-0.117,-0.584,0
31624,858330,570871,0,0,0,-0.117,-0.584,0
31627,858615.3125,514091.125,0,0,0,-0.117,-0.584,0
31633,906355,527623,0,0,0,-0.117,-0.584,0
31634,906467,526284,0,0,0,-0.117,-0.584,0
31635,906491,524861,0,0,0,-0.117,-0.584,0
31636,906547,523688,0,0,0,-0.117,-0.584,0
31637,858703.625,514117.0938,0,0,0,-0.117,-0.584,0
31645,912013,526460,0,0,0,-0.117,-0.584,0
31646,911896,525131,0,0,0,-0.117,-0.584,0
31648,911937,523973,0,0,0,-0.117,-0.584,0
31652,914594,525299,0,0,0,-0.117,-0.584,0
31653,914594,524144,0,0,0,-0.117,-0.584,0
31657,909386.8949,593871.5245,0,0,0,-0.117,-0.584,0
31659,917226,526718,0,0,0,-0.117,-0.584,0
31660,917244,526334,0,0,0,-0.117,-0.584,0
31661,917226,526021,0,0,0,-0.117,-0.584,0
31662,916843,525629,0,0,0,-0.117,-0.584,0
31663,916851,524937,0,0,0,-0.117,-0.584,0
31664,916893,524223,0,0,0,-0.117,-0.584,0
31680,919216,527110,0,0,0,-0.117,-0.584,0
31681,919307,526773,0,0,0,-0.117,-0.584,0
31682,919340,526436,0,0,0,-0.117,-0.584,0
31683,919341.875,526086.5625,0,0,0,-0.117,-0.584,0
31685,919373,525370,0,0,0,-0.117,-0.584,0
31686,919388,525012,0,0,0,-0.117,-0.584,0
31688,919391,524936,0,0,0,-0.117,-0.584,0
31692,919431,526615,0,0,0,-0.117,-0.584,0
31693,919452,525183,0,0,0,-0.117,-0.584,0
31694,919466,524887,0,0,0,-0.117,-0.584,0
31695,919590,524496,0,0,0,-0.117,-0.584,0
31699,919527,527197,0,0,0,-0.117,-0.584,0
31700,919528.5,527124.1875,0,0,0,-0.117,-0.584,0
31701,919544.625,526767.375,0,0,0,-0.117,-0.584,0
31702,919569,526442,0,0,0,-0.117,-0.584,0
31703,919590,526090,0,0,0,-0.117,-0.584,0
31705,919592,525388,0,0,0,-0.117,-0.584,0
31708,919628.5,525032.6875,0,0,0,-0.117,-0.584,0
31709,919551,524974,0,0,0,-0.117,-0.584,0
31710,919665,524417,0,0,0,-0.117,-0.584,0
31719,920101,526465,0,0,0,-0.117,-0.584,0
31720,920118,526125,0,0,0,-0.117,-0.584,0
31726,920462,526480,0,0,0,-0.117,-0.584,0
31728,920475,526125,0,0,0,-0.117,-0.584,0
31731,920941,526502,0,0,0,-0.117,-0.584,0
31735,920953,526144,0,0,0,-0.117,-0.584,0
31750,921461,526498,0,0,0,-0.117,-0.584,0
31751,921460,526159,0,0,0,-0.117,-0.584,0
31761,921782,526169,0,0,0,-0.117,-0.584,0
31768,922006,526547,0,0,0,-0.117,-0.584,0
31769,922026,526186,0,0,0,-0.117,-0.584,0
31776,922340,526561,0,0,0,-0.117,-0.584,0
31777,909426.8865,590320.3785,0,0,0,-0.117,-0.584,0
31782,922557,526553,0,0,0,-0.117,-0.584,0
31784,922565,526210,0,0,0,-0.117,-0.584,0
31802,922862,526925,0,0,0,-0.117,-0.584,0
31803,923019,526578,0,0,0,-0.117,-0.584,0
31804,923178,526370,0,0,0,-0.117,-0.584,0
31805,923343,525898,0,0,0,-0.117,-0.584,0
31806,923431,525545,0,0,0,-0.117,-0.584,0
31808,923534,525192,0,0,0,-0.117,-0.584,0
31809,923582,524850,0,0,0,-0.117,-0.584,0
31810,923626,524502,0,0,0,-0.117,-0.584,0
31814,826873,519106,0,0,0,-0.117,-0.584,0
31815,829572,519126,0,0,0,-0.117,-0.584,0
31818,840401,519192,0,0,0,-0.117,-0.584,0
31819,845391,519214,0,0,0,-0.117,-0.584,0
31820,848064,519240,0,0,0,-0.117,-0.584,0
31821,850427,519212,0,0,0,-0.117,-0.584,0
31822,846781,519192,0,0,0,-0.117,-0.584,0
31824,853424,519196,0,0,0,-0.117,-0.584,0
31825,854969,519212,0,0,0,-0.117,-0.584,0
31830,861395,519329,0,0,0,-0.117,-0.584,0
31831,863118,519450,0,0,0,-0.117,-0.584,0
31833,863885,520736,0,0,0,-0.117,-0.584,0
31834,864033,519428,0,0,0,-0.117,-0.584,0
31838,869312,519634,0,0,0,-0.117,-0.584,0
31840,873336,519718,0,0,0,-0.117,-0.584,0
31841,874608,520636,0,0,0,-0.117,-0.584,0
31843,874670.5625,519742.9063,0,0,0,-0.117,-0.584,0
31844,868797.8125,586851.8125,0,0,0,-0.117,-0.584,0
31846,879565,519890,0,0,0,-0.117,-0.584,0
31849,881363,519971,0,0,0,-0.117,-0.584,0
31855,887937,520241,0,0,0,-0.117,-0.584,0
31859,890541,520346,0,0,0,-0.117,-0.584,0
31860,891273,520409,0,0,0,-0.117,-0.584,0
31864,868393.8125,586524,0,0,0,-0.117,-0.584,0
31866,898547,522083,0,0,0,-0.117,-0.584,0
31868,898629,520740,0,0,0,-0.117,-0.584,0
31874,901294,520839,0,0,0,-0.117,-0.584,0
31876,902656,520894,0,0,0,-0.117,-0.584,0
31877,915607,576141,0,0,0,-0.117,-0.584,0
31880,905315,521042,0,0,0,-0.117,-0.584,0
31882,906677,521479,0,0,0,-0.117,-0.584,0
31883,906677,521076,0,0,0,-0.117,-0.584,0
31884,906999,521108,0,0,0,-0.117,-0.584,0
31885,907322,521479,0,0,0,-0.117,-0.584,0
31886,908047,521123,0,0,0,-0.117,-0.584,0
31889,908667,521492,0,0,0,-0.117,-0.584,0
31890,908674,521135,0,0,0,-0.117,-0.584,0
31895,909352,521522,0,0,0,-0.117,-0.584,0
31896,909338,521171,0,0,0,-0.117,-0.584,0
31899,910687,521558,0,0,0,-0.117,-0.584,0
31900,910680,521230,0,0,0,-0.117,-0.584,0
31903,911998,521608,0,0,0,-0.117,-0.584,0
31904,912031,521253,0,0,0,-0.117,-0.584,0
31906,913588,521623,0,0,0,-0.117,-0.584,0
31908,913583,521314,0,0,0,-0.117,-0.584,0
31910,914659,522704,0,0,0,-0.117,-0.584,0
31911,914695,521682,0,0,0,-0.117,-0.584,0
31912,914690,521363,0,0,0,-0.117,-0.584,0
31914,915744,521716,0,0,0,-0.117,-0.584,0
31915,915744,521403,0,0,0,-0.117,-0.584,0
31916,916899,523887,0,0,0,-0.117,-0.584,0
31918,916947,522883,0,0,0,-0.117,-0.584,0
31919,916977,521760,0,0,0,-0.117,-0.584,0
31920,917001,521419,0,0,0,-0.117,-0.584,0
31922,918092,521819,0,0,0,-0.117,-0.584,0
31923,918079,521425,0,0,0,-0.117,-0.584,0
31926,919268,521856,0,0,0,-0.117,-0.584,0
31928,919284,521501,0,0,0,-0.117,-0.584,0
31930,919708,524199,0,0,0,-0.117,-0.584,0
31931,919714,523884,0,0,0,-0.117,-0.584,0
31933,919715,523538,0,0,0,-0.117,-0.584,0
31934,919779,523461,0,0,0,-0.117,-0.584,0
31939,919395,521505,0,0,0,-0.117,-0.584,0
31940,919819,524173,0,0,0,-0.117,-0.584,0
31942,919866,524202,0,0,0,-0.117,-0.584,0
31943,919866,523481,0,0,0,-0.117,-0.584,0
31945,919729,521878,0,0,0,-0.117,-0.584,0
31946,919743,521536,0,0,0,-0.117,-0.584,0
31960,920292,521897,0,0,0,-0.117,-0.584,0
31961,920292,521527,0,0,0,-0.117,-0.584,0
31962,920298,523943,0,0,0,-0.117,-0.584,0
31963,920422,523994,0,0,0,-0.117,-0.584,0
31970,921034,523570,0,0,0,-0.117,-0.584,0
31971,920933,523631,0,0,0,-0.117,-0.584,0
31972,921139,523649,0,0,0,-0.117,-0.584,0
31974,920948,521897,0,0,0,-0.117,-0.584,0
31975,920957,521574,0,0,0,-0.117,-0.584,0
31976,921160,523868,0,0,0,-0.117,-0.584,0
31979,921311,523868,0,0,0,-0.117,-0.584,0
31981,921535,523829,0,0,0,-0.117,-0.584,0
31982,921495,523505,0,0,0,-0.117,-0.584,0
31992,921641,521952,0,0,0,-0.117,-0.584,0
31993,921649,521616,0,0,0,-0.117,-0.584,0
31995,921835,523835,0,0,0,-0.117,-0.584,0
31998,922141,523506,0,0,0,-0.117,-0.584,0
32004,922091,521949,0,0,0,-0.117,-0.584,0
32005,922086,521621,0,0,0,-0.117,-0.584,0
32010,922413,523852,0,0,0,-0.117,-0.584,0
32014,922673,523862,0,0,0,-0.117,-0.584,0
32015,922681,523648,0,0,0,-0.117,-0.584,0
32016,922685,523533,0,0,0,-0.117,-0.584,0
32017,922692,523325,0,0,0,-0.117,-0.584,0
32018,922706,523245,0,0,0,-0.117,-0.584,0
32019,922696,522353,0,0,0,-0.117,-0.584,0
32020,922584,521851,0,0,0,-0.117,-0.584,0
32021,922513,521505,0,0,0,-0.117,-0.584,0
32022,923618,521287,0,0,0,-0.117,-0.584,0
32024,922866,523868,0,0,0,-0.117,-0.584,0
32026,923070,523862,0,0,0,-0.117,-0.584,0
32027,923081,523554,0,0,0,-0.117,-0.584,0
32028,923090,523256,0,0,0,-0.117,-0.584,0
32031,923666,524217,0,0,0,-0.117,-0.584,0
32032,923666,523908,0,0,0,-0.117,-0.584,0
32033,923615,523555,0,0,0,-0.117,-0.584,0
32036,826961,516436,0,0,0,-0.117,-0.584,0
32059,858952,514000,0,0,0,-0.117,-0.584,0
32060,859903,519131,0,0,0,-0.117,-0.584,0
32064,864284,514132,0,0,0,-0.117,-0.584,0
32072,874680,518500,0,0,0,-0.117,-0.584,0
32075,874839,514496,0,0,0,-0.117,-0.584,0
32076,874811,513949,0,0,0,-0.117,-0.584,0
32077,915021,580824,0,0,0,-0.117,-0.584,0
32084,879704.3902,518273.29,0,0,0,-0.117,-0.584,0
32085,879638,514703,0,0,0,-0.117,-0.584,0
32095,888086,514763,0,0,0,-0.117,-0.584,0
32100,890795,514853,0,0,0,-0.117,-0.584,0
32107,858058,479900,0,0,0,-0.117,-0.584,0
32110,894796,515050,0,0,0,-0.117,-0.584,0
32117,858685.0661,479436.4871,0,0,0,-0.117,-0.584,0
32124,898825.2542,515304.2369,0,0,0,-0.117,-0.584,0
32146,906725,519834,0,0,0,-0.117,-0.584,0
32147,915493.6875,538188.5625,0,0,0,-0.117,-0.584,0
32148,906806,517092,0,0,0,-0.117,-0.584,0
32149,906902,515673,0,0,0,-0.117,-0.584,0
32161,914767,519550,0,0,0,-0.117,-0.584,0
32164,915315,519564,0,0,0,-0.117,-0.584,0
32166,916774,517577,0,0,0,-0.117,-0.584,0
32174,919847,519781,0,0,0,-0.117,-0.584,0
32182,922354,520795,0,0,0,-0.117,-0.584,0
32183,922134,519860,0,0,0,-0.117,-0.584,0
32187,879821.9375,527209.0625,0,0,0,-0.117,-0.584,0
32194,848541,507692,0,0,0,-0.117,-0.584,0
32201,858262.3125,508780,0,0,0,-0.117,-0.584,0
32203,858994.964,507344.0543,0,0,0,-0.117,-0.584,0
32204,859099,511300,0,0,0,-0.117,-0.584,0
32205,859238,508756,0,0,0,-0.117,-0.584,0
32206,860409,508781,0,0,0,-0.117,-0.584,0
32207,857387.125,490097.8438,0,0,0,-0.117,-0.584,0
32210,864304,508823,0,0,0,-0.117,-0.584,0
32211,865626,508893,0,0,0,-0.117,-0.584,0
32212,857478.8877,489821.0455,0,0,0,-0.117,-0.584,0
32220,873553,509181,0,0,0,-0.117,-0.584,0
32224,874810,509195,0,0,0,-0.117,-0.584,0
32227,880187.4375,509221.2813,0,0,0,-0.117,-0.584,0
32230,878883,509261,0,0,0,-0.117,-0.584,0
32232,881654,509251,0,0,0,-0.117,-0.584,0
32233,883000,509303,0,0,0,-0.117,-0.584,0
32237,880909.6986,509230.0538,0,0,0,-0.117,-0.584,0
32239,889683,509554,0,0,0,-0.117,-0.584,0
32241,891063,509661,0,0,0,-0.117,-0.584,0
32243,891745,509687,0,0,0,-0.117,-0.584,0
32255,897542,514829,0,0,0,-0.117,-0.584,0
32260,897752,509908,0,0,0,-0.117,-0.584,0
32261,898484.3146,514919.414,0,0,0,-0.117,-0.584,0
32262,898848.8836,514941.3557,0,0,0,-0.117,-0.584,0
32265,899042,511455,0,0,0,-0.117,-0.584,0
32266,899091,509969,0,0,0,-0.117,-0.584,0
32268,899667,509986,0,0,0,-0.117,-0.584,0
32273,901082,510070,0,0,0,-0.117,-0.584,0
32279,902487,510113,0,0,0,-0.117,-0.584,0
32286,905728,511355,0,0,0,-0.117,-0.584,0
32290,907008,512629,0,0,0,-0.117,-0.584,0
32291,907052,511920,0,0,0,-0.117,-0.584,0
32293,908370,512440,0,0,0,-0.117,-0.584,0
32304,857157.5625,558897.3125,0,0,0,-0.117,-0.584,0
32306,915321,515276,0,0,0,-0.117,-0.584,0
32308,916514,515549,0,0,0,-0.117,-0.584,0
32309,917347,515672,0,0,0,-0.117,-0.584,0
32310,917667,516434,0,0,0,-0.117,-0.584,0
32311,917988,516665,0,0,0,-0.117,-0.584,0
32312,917988,516294,0,0,0,-0.117,-0.584,0
32313,917898,516114,0,0,0,-0.117,-0.584,0
32314,918166,515747,0,0,0,-0.117,-0.584,0
32315,918483,517140,0,0,0,-0.117,-0.584,0
32316,918208,516326,0,0,0,-0.117,-0.584,0
32317,857355.4375,559076.25,0,0,0,-0.117,-0.584,0
32318,918502,515964,0,0,0,-0.117,-0.584,0
32319,918765,515232,0,0,0,-0.117,-0.584,0
32323,920524,517537,0,0,0,-0.117,-0.584,0
32327,857515.875,557257.6875,0,0,0,-0.117,-0.584,0
