A,B,DISTANCE,CAPACITY,NUM_LANES,FTYPE,FFSPEED,ALPHA,BETA
30491,30495,0.0428,1465,1,73,38.1,0.75,4
30491,31436,0.0515,953,3,41,37.5,0.75,4
30491,31438,0.1484,953,3,41,29.1,0.75,4
30492,30487,0.1273,2142,4,11,57.9,0.75,4
30492,30490,0.0975,715,1,74,53.7,0.75,4
30493,30486,0.14,1465,1,71,43.5,0.75,4
30493,31438,0.0341,1465,1,71,43.5,0.75,4
30494,30486,0.1234,2142,4,11,57.9,0.75,4
30494,34592,0.0237,715,1,74,53.7,0.75,4
30495,30491,0.0428,1465,1,73,38.1,0.75,4
30495,30496,0.1227,715,1,72,70,0.75,4
30496,30492,0.067,2142,4,11,57.9,0.75,4
30497,30498,0.4835,2142,4,11,57.9,0.75,4
30498,30499,0.0633,1465,1,73,38.1,0.75,4
30498,30501,0.2481,2108,3,11,57.9,0.75,4
30499,29227,0.0398,780,2,61,33,0.75,4
30499,31436,0.9755,504,1,61,33,0.75,4
30500,31434,0.4842,2142,4,11,57.9,0.75,4
30501,30502,0.1923,2108,3,11,57.9,0.75,4
30502,30505,0.2483,2108,3,11,57.9,0.75,4
30502,30508,0.1265,1465,1,73,38.1,0.75,4
30503,30507,0.1517,1465,1,73,38.1,0.75,4
30503,35241,0.1149,2142,4,11,57.9,0.75,4
30504,30515,0.1049,650,3,61,33,0.75,4
30504,30518,0.1374,1465,1,71,43.5,0.75,4
30504,31612,0.2828,650,3,61,33,0.75,4
30505,30507,0.1133,1465,1,73,38.1,0.75,4
30505,35248,0.0483,2108,3,11,57.9,0.75,4
30506,30527,0.5483,2108,3,11,57.9,0.75,4
30507,30504,0.0835,1465,1,73,38.1,0.75,4
30508,33056,0.1237,1475,2,73,38.1,0.75,4
30511,31425,0.0294,953,3,41,33.3,0.75,4
30511,33053,0.0753,650,3,61,33,0.75,4
30511,35248,0.3322,715,1,72,70,0.75,4
30514,30515,0.1091,953,3,41,33.3,0.75,4
30514,31425,0.0123,650,3,61,33,0.75,4
30514,33021,0.1896,1475,2,71,27.7,0.75,4
30515,30504,0.1049,650,3,61,33,0.75,4
30515,30514,0.1091,953,3,41,33.3,0.75,4
30515,30516,0.1177,715,1,72,70,0.75,4
30516,31426,0.0753,2142,4,11,57.9,0.75,4
30517,31428,0.2327,2108,3,11,57.9,0.75,4
30518,30517,0.1355,1465,1,71,43.5,0.75,4
30522,30508,0.0823,1465,1,73,38.1,0.75,4
30526,28781,0.3708,2108,3,11,57.9,0.75,4
30527,30526,0.2512,2108,3,11,57.9,0.75,4
30530,30561,0.1089,1460,1,73,38.1,0.75,4
30530,30562,0.1271,2158,5,11,57.9,0.75,4
30531,30533,0.2732,1475,2,73,38.1,0.75,4
30531,30538,0.3894,2142,4,91,84.6,0.75,4
30532,30912,0.5837,2142,4,91,84.6,0.75,4
30533,31389,0.1524,953,3,41,33.3,0.75,4
30533,35005,0.3694,1465,1,71,43.5,0.75,4
30533,35010,0.0675,953,3,41,33.3,0.75,4
30534,28144,2.3675,2050,2,91,84.6,0.75,4
30534,28847,0.3787,2142,4,11,57.9,0.75,4
30535,30536,0.086,2108,3,91,84.6,0.75,4
30536,30532,0.3047,2108,3,91,84.6,0.75,4
30537,30588,0.1931,2142,4,11,57.9,0.75,4
30538,30534,0.2374,2142,4,91,84.6,0.75,4
30538,35010,0.4287,715,1,72,70,0.75,4
30539,30443,0.1353,2142,4,11,57.9,0.75,4
30540,30539,0.2642,2142,4,11,57.9,0.75,4
30542,30549,0.8311,2108,3,11,57.9,0.75,4
30544,30546,0.1777,2108,3,11,57.9,0.75,4
30544,31946,0.2332,1460,1,73,38.1,0.75,4
30546,36234,0.0399,2108,3,11,57.9,0.75,4
30549,30552,0.5217,2050,2,11,57.9,0.75,4
30549,30553,0.1478,1470,2,73,38.1,0.75,4
30550,32315,0.4665,2050,2,11,57.9,0.75,4
30551,30552,0.2035,1475,2,71,43.5,0.75,4
30552,32306,0.178,1475,2,73,38.1,0.75,4
30553,30554,0.0696,780,3,61,33,0.75,4
30553,32311,0.0713,650,2,61,33,0.75,4
30554,178,0.9713,10000,1,51,12.5,0.75,4
30554,32166,0.2078,662,1,61,33,0.75,4
30554,32310,0.0669,780,3,61,33,0.75,4
30555,28856,0.3436,2030,1,75,38.5,0.75,4
30555,28861,0.1266,2142,4,11,57.9,0.75,4
30556,28176,0.8525,2142,4,11,57.9,0.75,4
30557,28857,0.086,715,1,74,53.7,0.75,4
30557,30556,0.1237,1460,1,71,43.5,0.75,4
30558,30556,0.1118,2142,4,11,57.9,0.75,4
30558,30559,0.0231,715,1,74,53.7,0.75,4
30559,30557,0.0276,715,1,74,53.7,0.75,4
30560,30561,0.0429,1460,1,73,38.1,0.75,4
30560,31404,0.0739,650,2,61,33,0.75,4
30560,34599,0.022,1030,2,41,33.3,0.75,4
30561,30560,0.0429,1460,1,73,38.1,0.75,4
30561,30562,0.0923,715,1,72,70,0.75,4
30562,30555,0.1186,2158,5,11,57.9,0.75,4
30565,30470,0.3049,2050,2,11,57.9,0.75,4
30566,30571,0.1246,2142,4,11,57.9,0.75,4
30567,28844,0.2874,2158,5,11,57.9,0.75,4
30568,28095,0.0544,715,1,72,70,0.75,4
30568,28841,0.0834,1465,1,71,35.6,0.75,4
30569,28077,0.2931,1465,1,71,23.7,0.75,4
30569,28843,0.1224,1465,1,73,21.2,0.75,4
30570,28076,0.1585,2158,5,11,57.9,0.75,4
30571,28091,0.1133,2158,5,11,57.9,0.75,4
30572,30567,0.1385,2142,4,11,57.9,0.75,4
30573,28095,0.0203,1465,1,71,35.6,0.75,4
30573,30568,0.0611,1465,1,73,38.1,0.75,4
30574,28077,0.2808,1465,1,71,31.6,0.75,4
30574,30569,0.0567,715,1,74,33.6,0.75,4
30575,30570,0.0676,2158,5,11,57.9,0.75,4
30576,30578,0.1344,1465,1,73,33.9,0.75,4
30576,32084,0.5625,2142,4,11,57.9,0.75,4
30577,30582,0.2017,1475,2,73,33.9,0.75,4
30577,30586,0.2807,2142,4,11,57.9,0.75,4
30578,30877,0.1675,1465,1,73,16.9,0.75,4
30578,35559,0.1846,715,1,74,53.7,0.75,4
30579,30249,0.5023,953,3,41,37.5,0.75,4
30579,30877,0.0661,953,3,41,29.1,0.75,4
30579,32084,0.3413,1465,1,71,19.8,0.75,4
30580,30867,0.0552,944,2,41,37.5,0.75,4
30580,34110,0.0373,944,2,41,37.5,0.75,4
30581,30580,0.0612,1475,2,73,16.9,0.75,4
30581,30867,0.0802,1465,1,73,16.9,0.75,4
30582,30581,0.1034,1475,2,73,16.9,0.75,4
30586,30575,0.3527,2142,4,11,57.9,0.75,4
30587,30590,0.1124,1465,1,73,21.2,0.75,4
30587,30591,0.0748,2142,4,11,57.9,0.75,4
30588,30592,0.1378,1465,1,73,38.1,0.75,4
30588,30593,0.1567,2142,4,11,57.9,0.75,4
30589,30590,0.0383,1465,1,73,21.2,0.75,4
30589,32085,0.1883,944,2,41,33.3,0.75,4
30589,32095,1.4128,944,2,41,33.3,0.75,4
30590,30589,0.0383,1465,1,73,21.2,0.75,4
30590,30591,0.1099,715,1,72,42.3,0.75,4
30591,30716,0.4195,2142,4,11,57.9,0.75,4
30592,30593,0.1101,715,1,72,70,0.75,4
30592,32085,0.0827,1465,1,71,43.5,0.75,4
30593,30018,0.5729,2142,4,11,57.9,0.75,4
30594,30055,0.3564,2173,6,11,57.9,0.75,4
30595,30603,0.5633,2142,4,11,57.9,0.75,4
30595,36236,0.1184,1475,2,73,38.1,0.75,4
30596,30613,0.6499,2050,2,11,57.9,0.75,4
30597,30606,0.2899,2050,2,11,57.9,0.75,4
30598,30854,0.0705,1460,1,71,31.6,0.75,4
30598,32386,0.1304,1030,2,41,33.3,0.75,4
30598,32390,0.4212,1030,2,41,33.3,0.75,4
30599,30597,0.3744,2050,2,11,57.9,0.75,4
30599,30598,0.2081,1470,2,73,38.1,0.75,4
30600,30602,0.485,2030,1,11,57.9,0.75,4
30600,30608,0.2513,1465,1,73,38.1,0.75,4
30602,35257,0.3525,2142,4,11,57.9,0.75,4
30603,32387,0.3383,2030,1,11,57.9,0.75,4
30603,35259,0.1699,2108,3,11,57.9,0.75,4
30604,35252,0.1326,1465,1,73,38.1,0.75,4
30606,30602,0.1775,2108,3,11,57.9,0.75,4
30606,30607,0.1746,1465,1,73,38.1,0.75,4
30607,30604,0.2628,2050,2,11,57.9,0.75,4
30608,30607,0.2906,1465,1,73,38.1,0.75,4
30609,32387,0.344,1465,1,71,43.5,0.75,4
30609,35259,0.1973,1465,1,71,43.5,0.75,4
30610,33370,0.3408,1460,1,94,31.8,0.75,4
30612,30599,0.6492,2050,2,11,57.9,0.75,4
30613,30614,0.3652,2050,2,11,57.9,0.75,4
30613,32476,0.1713,1470,2,73,29.6,0.75,4
30614,36397,0.3001,2108,3,11,57.9,0.75,4
30615,30612,0.3619,2050,2,11,57.9,0.75,4
30615,30616,0.2066,1465,1,73,29.6,0.75,4
30616,30612,0.1618,1470,2,71,31.6,0.75,4
30616,32476,0.0971,1030,2,41,33.3,0.75,4
30616,32478,0.2464,1030,2,41,33.3,0.75,4
30617,30615,0.5895,2108,3,11,57.9,0.75,4
30618,29827,0.4278,2050,2,11,57.9,0.75,4
30618,30829,0.1212,1475,2,73,29.6,0.75,4
30619,30834,0.0995,953,3,41,37.5,0.75,4
30619,32582,0.0593,953,3,41,37.5,0.75,4
30619,35589,0.0401,1465,1,71,35.6,0.75,4
30620,30619,0.195,1465,1,73,29.6,0.75,4
30620,30841,0.3153,2050,2,11,57.9,0.75,4
30621,29827,0.2143,1465,1,71,19.8,0.75,4
30621,30847,0.117,715,1,72,42.3,0.75,4
30623,30634,0.198,1465,1,73,38.1,0.75,4
30623,32569,0.631,2142,4,11,63.1,0.75,4
30625,30629,0.3338,2050,2,91,84.6,0.75,4
30626,30625,0.2814,2050,2,91,84.6,0.75,4
30626,30630,0.1379,1465,1,73,38.1,0.75,4
30627,30628,0.2804,2050,2,91,84.6,0.75,4
30627,32573,0.1525,2030,1,95,37,0.75,4
30628,28155,0.3829,2050,2,91,84.6,0.75,4
30629,30634,0.2881,2050,2,75,38.5,0.75,4
30630,30625,0.1464,2030,1,95,45.2,0.75,4
30630,32471,0.4366,944,2,41,33.3,0.75,4
30630,32573,0.0599,944,2,41,33.3,0.75,4
30631,28160,1.8879,2050,2,11,63.1,0.75,4
30631,32570,0.1711,2050,2,75,38.5,0.75,4
30632,28713,0.2645,1460,1,73,38.1,0.75,4
30632,34706,0.4679,2142,4,11,63.1,0.75,4
30633,32570,0.593,1460,1,71,47.4,0.75,4
30633,34706,0.0773,1460,1,71,47.4,0.75,4
30634,30635,0.2435,1470,2,73,50.8,0.75,4
30635,28712,0.3416,1460,1,94,54.6,0.75,4
30635,32569,0.1931,1470,2,71,47.4,0.75,4
30636,30643,0.1632,2108,3,11,63.1,0.75,4
30636,32639,0.2569,1470,3,73,38.1,0.75,4
30637,28163,0.1829,2142,4,11,63.1,0.75,4
30638,30642,0.2257,2050,2,11,63.1,0.75,4
30638,34104,0.2421,1460,1,73,38.1,0.75,4
30639,30637,0.165,1460,1,71,47.4,0.75,4
30639,30641,0.0535,1470,2,73,38.1,0.75,4
30639,32639,0.1516,944,2,41,37.5,0.75,4
30639,32689,0.4437,944,2,41,37.5,0.75,4
30640,30962,0.1523,1460,1,71,47.4,0.75,4
30640,32638,0.0262,1470,2,71,47.4,0.75,4
30641,30639,0.0535,1470,2,73,38.1,0.75,4
30641,30642,0.1601,770,2,72,70,0.75,4
30642,30637,0.2306,2142,4,11,63.1,0.75,4
30643,30640,0.2864,760,1,74,53.7,0.75,4
30643,30962,0.2586,2050,2,11,63.1,0.75,4
30644,28154,0.8615,2050,2,91,84.6,0.75,4
30645,30647,0.2119,2050,2,91,84.6,0.75,4
30645,32588,0.0721,1465,1,73,38.1,0.75,4
30646,30644,0.2178,2050,2,91,84.6,0.75,4
30647,32592,0.2701,2050,2,91,84.6,0.75,4
30648,30646,0.2827,2050,2,91,84.6,0.75,4
30648,32592,0.033,953,3,41,37.5,0.75,4
30648,32596,0.1701,953,3,41,37.5,0.75,4
30651,30656,0.2286,1465,1,73,38.1,0.75,4
30651,30663,0.1552,2142,4,11,52.6,0.75,4
30652,29698,0.418,2173,6,11,57.9,0.75,4
30653,30655,0.2235,1460,1,73,38.1,0.75,4
30653,30665,0.132,2142,4,11,52.6,0.75,4
30654,30411,0.414,2142,4,11,52.6,0.75,4
30655,30654,0.2466,1465,1,71,39.5,0.75,4
30655,30659,0.1117,944,2,41,33.3,0.75,4
30655,31116,0.1177,953,3,41,29.1,0.75,4
30656,30661,0.1057,944,2,41,33.3,0.75,4
30656,30906,0.1165,1465,1,71,39.5,0.75,4
30656,31114,0.118,953,3,41,33.3,0.75,4
30657,29800,0.4924,2173,6,11,57.9,0.75,4
30659,30655,0.1117,944,2,41,33.3,0.75,4
30659,30661,0.0754,944,2,41,33.3,0.75,4
30659,30665,0.1323,715,1,72,70,0.75,4
30661,30656,0.1057,944,2,41,33.3,0.75,4
30661,30659,0.0754,944,2,41,33.3,0.75,4
30661,30663,0.1669,715,1,72,70,0.75,4
30663,31087,0.0677,2142,4,11,52.6,0.75,4
30665,30928,0.0893,2142,4,11,52.6,0.75,4
30670,30404,0.4319,2142,4,11,52.6,0.75,4
30671,30073,0.1826,1460,1,73,38.1,0.75,4
30671,30670,0.2514,2142,4,11,52.6,0.75,4
30672,30673,0.1782,1460,1,73,38.1,0.75,4
30672,30674,0.2477,2142,4,11,52.6,0.75,4
30673,211,0.5024,10000,1,51,12.5,0.75,4
30673,30073,0.2748,944,2,41,33.3,0.75,4
30673,30076,0.3686,944,2,41,33.3,0.75,4
30673,30674,0.178,1460,1,71,39.5,0.75,4
30674,30218,0.1588,2142,4,11,52.6,0.75,4
30675,30678,0.2845,2142,4,11,52.6,0.75,4
30675,30679,0.1667,1465,1,73,38.1,0.75,4
30676,30215,0.5729,2142,4,11,52.6,0.75,4
30677,29901,0.1315,1465,1,73,38.1,0.75,4
30677,30676,0.2753,2142,4,11,52.6,0.75,4
30678,30680,0.5491,2142,4,11,52.6,0.75,4
30679,29901,0.1405,944,2,41,29.1,0.75,4
30679,29905,0.1764,944,2,41,29.1,0.75,4
30679,30678,0.1426,1465,1,71,39.5,0.75,4
30680,30681,0.0847,1465,1,73,38.1,0.75,4
30680,30692,0.1337,2142,4,11,52.6,0.75,4
30681,34138,0.0492,1465,1,73,38.1,0.75,4
30681,34139,0.052,1465,1,73,38.1,0.75,4
30683,30696,0.4576,2142,4,11,57.9,0.75,4
30684,30677,0.5676,2142,4,11,52.6,0.75,4
30685,30686,0.0943,1460,1,73,38.1,0.75,4
30685,30690,0.1416,2142,4,11,57.9,0.75,4
30686,34134,0.0754,1465,1,73,38.1,0.75,4
30686,34135,0.0772,1465,1,73,38.1,0.75,4
30687,30684,0.2481,1465,1,71,39.5,0.75,4
30688,30687,0.4624,715,1,74,53.7,0.75,4
30688,33478,0.4736,1030,2,41,41.6,0.75,4
30688,34141,0.0536,1030,2,41,41.6,0.75,4
30689,30683,0.1504,1460,1,71,43.5,0.75,4
30690,30693,0.1922,2142,4,11,52.6,0.75,4
30691,30683,0.1491,2142,4,11,57.9,0.75,4
30691,34150,0.1645,715,1,74,53.7,0.75,4
30692,30691,0.1687,2142,4,11,52.6,0.75,4
30693,30684,0.1138,2142,4,11,52.6,0.75,4
30693,34147,0.1655,715,1,74,53.7,0.75,4
30694,30685,0.4559,2142,4,11,57.9,0.75,4
30695,35529,0.097,1460,1,73,38.1,0.75,4
30695,35534,0.2128,2142,4,11,57.9,0.75,4
30696,30697,0.1956,1470,2,73,38.1,0.75,4
30696,35530,0.235,2142,4,11,57.9,0.75,4
30697,29713,0.0502,953,3,41,33.3,0.75,4
30697,30698,0.163,1460,1,71,43.5,0.75,4
30697,30815,0.1387,953,3,41,33.3,0.75,4
30698,30699,0.8278,2142,4,11,57.9,0.75,4
30699,30703,0.2532,1470,2,73,38.1,0.75,4
30699,30705,0.1649,2108,3,11,57.9,0.75,4
30700,30695,0.8316,2142,4,11,57.9,0.75,4
30701,29590,0.1513,1475,3,73,38.1,0.75,4
30701,30700,0.362,2108,3,11,57.9,0.75,4
30702,30713,0.268,2030,1,75,38.5,0.75,4
30702,30729,0.05,2142,4,11,57.9,0.75,4
30703,29595,0.6143,944,2,41,33.3,0.75,4
30703,34158,0.0734,944,2,41,33.3,0.75,4
30705,30702,0.9465,2142,4,11,57.9,0.75,4
30706,30733,0.0802,2158,5,11,57.9,0.75,4
30706,34712,0.1507,2050,2,75,38.5,0.75,4
30707,30701,0.7141,2142,4,11,57.9,0.75,4
30708,30709,1.0304,2158,5,11,73.7,0.75,4
30709,30750,0.13,2142,4,11,73.7,0.75,4
30711,30743,1.8743,2142,4,11,73.7,0.75,4
30712,28933,0.0965,2142,4,11,57.9,0.75,4
30712,30708,0.2239,2030,1,75,38.5,0.75,4
30713,28151,0.6448,2108,3,91,84.6,0.75,4
30714,29470,0.2483,2030,1,75,38.5,0.75,4
30714,34252,0.1025,2108,3,91,84.6,0.75,4
30715,30717,0.1202,1465,1,73,38.1,0.75,4
30715,36224,0.1825,2142,4,11,57.9,0.75,4
30716,30577,0.2336,2142,4,11,57.9,0.75,4
30717,29358,0.7417,944,2,41,29.1,0.75,4
30717,36223,0.0227,944,2,41,29.1,0.75,4
30722,30707,0.1097,2142,4,11,57.9,0.75,4
30722,30733,0.1439,715,1,72,70,0.75,4
30724,29347,0.1324,750,2,61,44,0.75,4
30724,32792,0.9722,788,1,61,44,0.75,4
30724,33757,0.4745,750,2,61,38.5,0.75,4
30725,30708,0.1035,2142,4,91,84.6,0.75,4
30726,29450,1.2307,2108,3,91,90,0.75,4
30728,32930,0.2088,953,3,41,37.5,0.75,4
30728,32980,0.1613,953,3,41,37.5,0.75,4
30729,28983,0.2651,2142,4,11,57.9,0.75,4
30729,30725,0.1404,2030,1,75,38.5,0.75,4
30730,30713,0.2302,2108,3,91,84.6,0.75,4
30730,34249,0.059,2030,1,75,38.5,0.75,4
30731,31271,0.1114,1460,1,94,31.8,0.75,4
30731,32317,0.3195,2108,3,91,90,0.75,4
30732,31077,0.1303,1460,1,93,32.9,0.75,4
30732,32304,0.3647,750,2,61,44,0.75,4
30732,33757,0.2302,750,2,61,44,0.75,4
30733,30730,0.1006,2108,3,91,84.6,0.75,4
30735,30712,0.5659,2142,4,11,57.9,0.75,4
30738,30735,0.1615,2142,4,11,57.9,0.75,4
30738,34083,0.1869,1465,1,73,38.1,0.75,4
30740,26449,1.1922,2142,4,11,73.7,0.75,4
30741,30740,0.6341,2142,4,11,73.7,0.75,4
30742,29346,2.2314,2142,4,11,73.7,0.75,4
30743,30741,0.8266,2142,4,11,73.7,0.75,4
30743,34070,0.217,1460,1,73,38.1,0.75,4
30744,29095,0.4042,752,1,41,33.3,0.75,4
30744,29098,0.1979,944,2,41,33.3,0.75,4
30744,30741,0.5214,1460,1,71,43.5,0.75,4
30746,30742,0.2751,2142,4,11,73.7,0.75,4
30747,29459,0.147,1470,2,73,38.1,0.75,4
30747,34243,0.2326,1460,1,71,43.5,0.75,4
30749,29459,0.1047,1475,3,73,38.1,0.75,4
30749,29461,0.3856,1475,2,71,43.5,0.75,4
30750,30711,0.7114,2142,4,11,73.7,0.75,4
30750,30749,0.3,1475,2,73,38.1,0.75,4
30759,137,1.6577,10000,1,51,12.5,0.75,4
30759,29453,0.1038,1030,3,41,41.6,0.75,4
30759,29454,0.4916,743,1,41,29.1,0.75,4
30759,30203,0.4596,1030,3,41,41.6,0.75,4
30764,211,1.3412,10000,1,51,12.5,0.75,4
30764,212,0.7122,10000,1,51,12.5,0.75,4
30764,30769,0.2642,650,3,61,33,0.75,4
30764,31119,0.5243,650,3,61,33,0.75,4
30769,30764,0.2642,650,3,61,33,0.75,4
30769,31131,0.7352,750,3,61,33,0.75,4
30781,32873,0.4041,1144,3,41,37.5,0.75,4
30783,187,0.8117,10000,1,51,12.5,0.75,4
30783,32875,0.0682,1144,3,41,37.5,0.75,4
30785,32829,0.5974,1144,3,41,37.5,0.75,4
30787,29579,0.8142,2108,3,91,84.6,0.75,4
30788,28149,0.7543,2108,3,91,84.6,0.75,4
30791,28557,0.457,2050,2,91,90,0.75,4
30792,28532,0.6517,2050,2,91,90,0.75,4
30792,28547,0.3478,1460,1,94,31.8,0.75,4
30797,29489,0.2739,1465,1,73,38.1,0.75,4
30797,34708,0.2164,2108,3,91,84.6,0.75,4
30798,29478,0.125,944,2,41,37.5,0.75,4
30798,33935,0.4504,944,2,41,29.1,0.75,4
30799,29478,0.2141,1460,1,73,38.1,0.75,4
30799,34713,0.2749,2108,3,91,84.6,0.75,4
30800,29567,0.7088,2142,4,91,84.6,0.75,4
30803,30798,0.2632,1460,1,73,38.1,0.75,4
30803,30800,0.4396,2108,3,91,84.6,0.75,4
30804,33438,0.2194,2108,3,91,84.6,0.75,4
30809,29573,0.0209,953,3,41,33.3,0.75,4
30809,29574,0.4024,944,2,41,33.3,0.75,4
30810,29468,0.3559,504,1,61,33,0.75,4
30810,29476,1.1469,504,1,61,33,0.75,4
30812,30408,0.5106,630,1,61,33,0.75,4
30812,31192,0.6811,650,2,61,33,0.75,4
30812,31195,0.0541,650,2,61,33,0.75,4
30815,29716,0.3338,953,3,41,33.3,0.75,4
30815,30697,0.1387,953,3,41,33.3,0.75,4
30815,35534,0.2541,715,1,72,70,0.75,4
30817,32795,0.0616,953,3,41,37.5,0.75,4
30817,32829,0.8356,953,3,41,37.5,0.75,4
30820,140,1.5371,10000,1,51,12.5,0.75,4
30820,33500,0.0858,979,3,41,33.3,0.75,4
30820,33503,0.0713,979,3,41,33.3,0.75,4
30829,30830,0.1545,715,1,74,47,0.75,4
30829,30901,0.0561,1465,1,73,38.1,0.75,4
30830,30834,0.1694,715,1,74,40.3,0.75,4
30834,30619,0.0995,953,3,41,37.5,0.75,4
30834,32581,0.0464,953,3,41,37.5,0.75,4
30840,30621,0.033,1465,1,71,43.5,0.75,4
30840,32579,0.1474,953,3,41,37.5,0.75,4
30840,32581,0.0535,953,3,41,37.5,0.75,4
30841,30617,0.079,2050,2,11,57.9,0.75,4
30847,30841,0.2898,715,1,72,42.3,0.75,4
30854,30597,0.1138,1465,1,71,31.6,0.75,4
30855,184,1.9721,10000,1,51,12.5,0.75,4
30855,185,1.2823,10000,1,51,12.5,0.75,4
30855,30862,0.5987,953,3,41,37.5,0.75,4
30855,32795,2.0868,953,3,41,37.5,0.75,4
30860,34389,0.0364,1475,3,73,38.1,0.75,4
30862,30855,0.5987,953,3,41,37.5,0.75,4
30862,32701,0.1233,953,3,41,37.5,0.75,4
30864,28895,0.0788,1475,2,71,43.5,0.75,4
30867,30580,0.0552,944,2,41,37.5,0.75,4
30867,30876,0.0422,944,2,41,29.1,0.75,4
30873,32651,0.0657,953,3,41,37.5,0.75,4
30873,32701,0.7854,953,3,41,37.5,0.75,4
30874,32651,0.1447,953,3,41,37.5,0.75,4
30874,34441,0.5888,953,3,41,37.5,0.75,4
30876,30575,0.2815,1465,1,71,27.7,0.75,4
30876,30867,0.0422,944,2,41,29.1,0.75,4
30876,31849,0.1643,944,2,41,29.1,0.75,4
30877,30579,0.0661,953,3,41,29.1,0.75,4
30877,31846,0.0804,953,3,41,37.5,0.75,4
30886,29332,0.1225,954,4,41,29.1,0.75,4
30886,29444,0.6572,954,4,41,37.5,0.75,4
30887,28020,0.1603,2050,2,75,38.5,0.75,4
30888,30887,0.0501,2050,2,75,38.5,0.75,4
30889,34210,0.6124,770,2,72,70,0.75,4
30890,28209,0.2322,1470,2,94,31.8,0.75,4
30890,29889,0.6172,2142,4,91,90,0.75,4
30891,28837,1.1173,2142,4,91,90,0.75,4
30898,30396,0.2898,2108,3,11,57.9,0.75,4
30899,30391,0.1471,2108,3,11,57.9,0.75,4
30901,30905,0.2004,715,1,74,26.9,0.75,4
30901,32581,0.0608,1465,1,73,38.1,0.75,4
30905,30231,0.5142,662,1,61,33,0.75,4
30905,35588,0.1359,662,1,61,38.5,0.75,4
30906,30652,0.1149,1460,1,71,39.5,0.75,4
30912,30915,0.0713,2142,4,95,45.2,0.75,4
30913,30531,0.5826,2142,4,91,84.6,0.75,4
30914,30913,0.0486,2142,4,95,45.2,0.75,4
30915,28795,0.8429,2142,4,11,57.9,0.75,4
30920,157,0.5492,10000,1,51,15,0.75,4
30920,28037,0.2356,750,3,61,33,0.75,4
30920,33791,0.4996,777,3,41,33.3,0.75,4
30923,32357,0.0634,1460,1,93,46,0.75,4
30923,32682,0.262,750,2,61,38.5,0.75,4
30923,34241,0.1013,750,2,61,38.5,0.75,4
30924,28770,0.6281,2108,3,91,90,0.75,4
30925,32107,0.0563,2108,3,91,90,0.75,4
30926,32212,0.625,2108,3,91,90,0.75,4
30927,32372,0.1673,1460,1,94,31.8,0.75,4
30927,34677,0.5517,2108,3,91,90,0.75,4
30928,30654,0.1434,2142,4,11,52.6,0.75,4
30928,30659,0.1272,715,1,74,53.7,0.75,4
30940,30941,0.0703,2108,3,95,28.8,0.75,4
30941,29462,0.2579,1470,2,93,46,0.75,4
30942,30943,0.0803,2108,3,95,28.8,0.75,4
30943,29463,0.1177,1470,2,94,31.8,0.75,4
30954,28966,0.0354,2050,2,91,46.1,0.75,4
30954,32314,0.0476,954,4,41,37.5,0.75,4
30958,30477,0.0918,2142,4,91,84.6,0.75,4
30959,30960,0.0477,1470,2,94,27.3,0.75,4
30960,29464,0.2553,1470,2,94,27.3,0.75,4
30961,28961,0.7534,2108,3,91,90,0.75,4
30962,28941,0.9546,2050,2,91,90,0.75,4
30963,28906,0.2529,1030,2,41,41.6,0.75,4
30963,29453,0.4088,1030,3,41,41.6,0.75,4
30963,33107,0.1608,1460,1,93,46,0.75,4
30964,31385,0.5087,2158,5,91,90,0.75,4
30965,30966,0.0968,1465,1,94,40.9,0.75,4
30966,28946,0.8362,1465,1,93,46,0.75,4
30966,30968,0.3332,953,3,41,37.5,0.75,4
30966,31825,0.5346,953,3,41,37.5,0.75,4
30967,30968,0.4401,1465,1,94,31.8,0.75,4
30967,34198,0.3221,2108,3,91,90,0.75,4
30968,30966,0.3332,953,3,41,37.5,0.75,4
30968,31830,0.3497,953,3,41,37.5,0.75,4
30968,34204,0.0786,1475,2,93,32.9,0.75,4
30970,31637,0.372,2108,3,91,90,0.75,4
30971,29127,0.1896,1460,1,93,46,0.75,4
30971,32550,0.295,953,3,41,37.5,0.75,4
30971,34679,0.0717,953,3,41,37.5,0.75,4
30972,28942,0.0539,2108,3,95,28.8,0.75,4
30974,30975,0.1153,1470,2,94,31.8,0.75,4
30975,32553,0.1474,953,3,41,37.5,0.75,4
30975,34682,0.1269,953,3,41,37.5,0.75,4
30975,34692,0.0937,1460,1,93,46,0.75,4
30976,32454,0.6921,2108,3,91,90,0.75,4
30979,34907,0.0183,4000,1,86,55,0.75,4
30980,31057,0.8848,2030,1,91,84.6,0.75,4
31007,31098,0.2374,1470,2,93,46,0.75,4
31034,29980,0.8665,944,2,41,37.5,0.75,4
31034,31036,0.5,944,2,41,37.5,0.75,4
31034,31041,0.5083,650,2,61,44,0.75,4
31036,144,0.6556,10000,1,51,12.5,0.75,4
31036,31034,0.5,944,2,41,37.5,0.75,4
31036,31162,0.2654,944,2,41,37.5,0.75,4
31041,31034,0.5083,650,2,61,44,0.75,4
31041,31048,0.5002,650,2,61,44,0.75,4
31041,31171,0.7654,650,3,61,33,0.75,4
31047,30732,0.3034,1460,1,94,31.8,0.75,4
31048,31041,0.5002,650,2,61,44,0.75,4
31048,31050,0.5087,650,2,61,33,0.75,4
31048,31051,0.2576,650,2,61,44,0.75,4
31050,31048,0.5087,650,2,61,33,0.75,4
